date,country,fx_lcu_per_usd,fx_return
2009-02-02,thb,34.926,0
2009-02-03,thb,34.982,0.16021059672182147
2009-02-04,thb,34.951,-0.08865629110861306
2009-02-05,thb,34.949,-0.00572246065964066
2009-02-06,thb,34.935,-0.04006639627749386
2009-02-09,thb,NA,NA
2009-02-10,thb,NA,NA
2009-02-11,thb,35.008,NA
2009-02-12,thb,35.045,0.10563431527716992
2009-02-13,thb,35.151,0.3020117401840494
2009-02-16,thb,NA,NA
2009-02-17,thb,35.168,NA
2009-02-18,thb,35.255,0.24707849497929144
2009-02-19,thb,35.328,0.20684874836263137
2009-02-20,thb,35.48,0.4293306786748552
2009-02-23,thb,35.706,0.6349584449391266
2009-02-24,thb,35.599,-0.30011943149541587
2009-02-25,thb,35.737,0.3869019068829527
2009-02-26,thb,35.775,0.10627587978691012
2009-02-27,thb,NA,NA
2009-03-02,thb,36.046,NA
2009-03-03,thb,36.215,0.4677497076676307
2009-03-04,thb,36.182,-0.0911640048220086
2009-03-05,thb,36.157,-0.06911901186166247
2009-03-06,thb,36.132,-0.0691668192855932
2009-03-09,thb,36.158,0.071932497222571
2009-03-10,thb,36.065,-0.2575358304186981
2009-03-11,thb,36.062,-0.00831866014592286
2009-03-12,thb,NA,NA
2009-03-13,thb,35.973,NA
2009-03-16,thb,35.957,-0.04448769710521105
2009-03-17,thb,35.884,-0.20322663973164623
2009-03-18,thb,35.82,-0.17851170644713754
2009-03-19,thb,35.804,-0.04467776238734622
2009-03-20,thb,35.626,-0.4983910638399092
2009-03-23,thb,35.403,-0.6279146058572049
2009-03-24,thb,35.263,-0.39623067151146607
2009-03-25,thb,35.318,0.15584933943260104
2009-03-26,thb,35.504,0.5252617199305476
2009-03-27,thb,35.398,-0.29900448216761966
2009-03-30,thb,35.303,-0.268737520470852
2009-03-31,thb,35.508,0.5790077042219455
2009-04-01,thb,35.523,0.04223508108567309
2009-04-02,thb,35.527,0.01125967629618252
2009-04-03,thb,35.443,-0.23671985127631243
2009-04-06,thb,35.336,-0.3023497972903133
2009-04-07,thb,NA,NA
2009-04-08,thb,35.386,NA
2009-04-09,thb,35.527,0.39767090890800993
2009-04-10,thb,35.422,-0.29598747454508967
2009-04-13,thb,NA,NA
2009-04-14,thb,NA,NA
2009-04-15,thb,NA,NA
2009-04-16,thb,NA,NA
2009-04-17,thb,35.381,NA
2009-04-20,thb,35.429,0.135574092224644
2009-04-21,thb,35.548,0.3353202065532024
2009-04-22,thb,35.623,0.2107600785779873
2009-04-23,thb,35.581,-0.11797091419301076
2009-04-24,thb,35.564,-0.04778972611862997
2009-04-27,thb,35.422,-0.4000794224451987
2009-04-28,thb,35.448,0.07337378627481073
2009-04-29,thb,35.486,0.10714186041989038
2009-04-30,thb,35.298,-0.5311947391013483
2009-05-01,thb,NA,NA
2009-05-04,thb,NA,NA
2009-05-05,thb,NA,NA
2009-05-06,thb,NA,NA
2009-05-07,thb,35.185,NA
2009-05-08,thb,NA,NA
2009-05-11,thb,NA,NA
2009-05-12,thb,34.569,NA
2009-05-13,thb,34.595,0.0751836250787008
2009-05-14,thb,34.492,-0.29817498606963255
2009-05-15,thb,34.578,0.24902285925061385
2009-05-18,thb,34.525,-0.1533942387228482
2009-05-19,thb,34.566,0.11868406829451672
2009-05-20,thb,34.423,-0.4145594364295846
2009-05-21,thb,34.447,0.06969653251496233
2009-05-22,thb,34.392,-0.1597931745174197
2009-05-25,thb,34.339,-0.15422447077773072
2009-05-26,thb,34.371,0.09314510933955412
2009-05-27,thb,34.436,0.18893432161095625
2009-05-28,thb,34.402,-0.09878265715093092
2009-05-29,thb,34.451,0.14233223903739045
2009-06-01,thb,34.379,-0.20921117611969464
2009-06-02,thb,34.13,-0.7269149934760133
2009-06-03,thb,34.13,0
2009-06-04,thb,34.028,-0.29930478049777776
2009-06-05,thb,34.134,0.3110239882927246
2009-06-08,thb,34.173,0.11419035893194264
2009-06-09,thb,34.347,0.5078820023900477
2009-06-10,thb,34.269,-0.22735231898654007
2009-06-11,thb,34.077,-0.5618485502525417
2009-06-12,thb,34.086,0.02640728856504459
2009-06-15,thb,34.09,0.01173433467669404
2009-06-16,thb,34.19,0.29291175013979043
2009-06-17,thb,34.156,-0.09949376058497884
2009-06-18,thb,34.153,-0.00878361563465546
2009-06-19,thb,34.129,-0.07029671359455314
2009-06-22,thb,34.153,0.07029671359455314
2009-06-23,thb,34.142,-0.0322131930452052
2009-06-24,thb,34.192,0.14634006182303594
2009-06-25,thb,34.13,-0.18149356581758092
2009-06-26,thb,34.149,0.05565400925733321
2009-06-29,thb,34.08,-0.20226010500743463
2009-06-30,thb,34.067,-0.0381528171678358
2009-07-01,thb,34.024,-0.12630158381039536
2009-07-02,thb,NA,NA
2009-07-03,thb,34.062,NA
2009-07-06,thb,NA,NA
2009-07-07,thb,NA,NA
2009-07-08,thb,NA,NA
2009-07-09,thb,34.11,NA
2009-07-10,thb,34.082,-0.08212107453533513
2009-07-13,thb,34.083,0.00293405706761618
2009-07-14,thb,34.135,0.15245246143664737
2009-07-15,thb,34.141,0.01757572211444902
2009-07-16,thb,34.091,-0.14655882562366607
2009-07-17,thb,34.062,-0.08510264185073169
2009-07-20,thb,34.066,0.01174260217413625
2009-07-21,thb,34.033,-0.09691773031348384
2009-07-22,thb,34.011,-0.06466404316793906
2009-07-23,thb,34.011,0
2009-07-24,thb,33.97,-0.12062195310789114
2009-07-27,thb,33.99,0.05885815355322066
2009-07-28,thb,33.976,-0.04119706970548975
2009-07-29,thb,33.952,-0.07066305793972383
2009-07-30,thb,34,0.1412762184588967
2009-07-31,thb,34.054,0.15869753822905786
2009-08-03,thb,34.04,-0.04111962932786817
2009-08-04,thb,34.015,-0.07346999081492278
2009-08-05,thb,33.981,-0.1000058910337831
2009-08-06,thb,33.987,0.0176553672774915
2009-08-07,thb,33.981,-0.0176553672774915
2009-08-10,thb,33.976,-0.01471518757165668
2009-08-11,thb,34.014,0.11178115592520577
2009-08-12,thb,NA,NA
2009-08-13,thb,NA,NA
2009-08-14,thb,34.056,NA
2009-08-17,thb,34.031,-0.0734354608765031
2009-08-18,thb,34.057,0.07637175791255224
2009-08-19,thb,34.055,-0.00587268029299536
2009-08-20,thb,34.042,-0.0381808307500453
2009-08-21,thb,34.029,-0.03819541407659166
2009-08-24,thb,34.024,-0.01469442936827825
2009-08-25,thb,34.019,-0.01469658894817094
2009-08-26,thb,34.026,0.02057461980951025
2009-08-27,thb,34.015,-0.03233344629216539
2009-08-28,thb,34.022,0.02057703903668439
2009-08-31,thb,34.018,-0.0117577895490939
2009-09-01,thb,34.013,-0.01469918128207403
2009-09-02,thb,34.009,-0.01176090089858306
2009-09-03,thb,34.041,0.09404850068683857
2009-09-04,thb,34.052,0.03230875448485548
2009-09-07,thb,34.064,0.03523401293130668
2009-09-08,thb,34.051,-0.03817074112264507
2009-09-09,thb,34.046,-0.01468493475185184
2009-09-10,thb,34.018,-0.08227551004784672
2009-09-11,thb,34.012,-0.01763927683540167
2009-09-14,thb,33.968,-0.12944985626455183
2009-09-15,thb,33.958,-0.02944380670806268
2009-09-16,thb,33.915,-0.12670724957772883
2009-09-17,thb,33.791,-0.3662899555152421
2009-09-18,thb,33.681,-0.3260614698138209
2009-09-21,thb,33.724,0.12758699156769637
2009-09-22,thb,33.721,-0.00889613759946783
2009-09-23,thb,33.665,-0.16620666871900447
2009-09-24,thb,33.539,-0.3749781192755819
2009-09-25,thb,33.57,0.09238701874552112
2009-09-28,thb,33.7771,0.6150247087264304
2009-09-29,thb,33.596,-0.5376045815827624
2009-09-30,thb,33.614,0.05356345909941495
2009-10-01,thb,33.55,-0.19057834366837945
2009-10-02,thb,33.455,-0.2835611182910647
2009-10-05,thb,33.516,0.18216845162597473
2009-10-06,thb,33.447,-0.20608402974957585
2009-10-07,thb,NA,NA
2009-10-08,thb,33.369,NA
2009-10-09,thb,33.321,-0.1439496424909592
2009-10-12,thb,33.329,0.0240060016156729
2009-10-13,thb,33.351,0.06598680503384635
2009-10-14,thb,33.311,-0.12000841499109072
2009-10-15,thb,33.342,0.093019075616229685
2009-10-16,thb,33.474,0.395115456560724
2009-10-19,thb,33.437,-0.11059468180505404
2009-10-20,thb,33.449,0.03588194877481854
2009-10-21,thb,33.364,-0.25444163817787135
2009-10-22,thb,33.446,0.2454723579565776
2009-10-23,thb,NA,NA
2009-10-26,thb,NA,NA
2009-10-27,thb,33.405,NA
2009-10-28,thb,33.44,0.1047198839060126
2009-10-29,thb,33.452,0.0358787302778385
2009-10-30,thb,33.479,0.08068010776649537
2009-11-02,thb,33.432,-0.1404851451329847
2009-11-03,thb,33.45,0.05382614286233433
2009-11-04,thb,33.44,-0.02989983577368349
2009-11-05,thb,33.44,0
2009-11-06,thb,33.423,-0.05085024712117025
2009-11-09,thb,33.391,-0.09578831516381392
2009-11-10,thb,33.332,-0.17685060736907232
2009-11-11,thb,33.309,-0.06902657797218659
2009-11-12,thb,33.304,-0.01501208475640503
2009-11-13,thb,33.302,-0.00600546497491194
2009-11-16,thb,33.306,0.01201056931541266
2009-11-17,thb,33.219,-0.26155595519981034
2009-11-18,thb,33.197,-0.06624909902628318
2009-11-19,thb,33.187,-0.03012774185235933
2009-11-20,thb,33.194,0.02109037232322919
2009-11-23,thb,33.22,0.07829674866219882
2009-11-24,thb,33.219,-0.0030102801067855
2009-11-25,thb,33.244,0.07522983066987621
2009-11-26,thb,33.195,-0.1475037519657274
2009-11-27,thb,33.13,-0.19600458593180825
2009-11-30,thb,33.25,0.3615550790058819
2009-12-01,thb,33.212,-0.11435107020791868
2009-12-02,thb,33.21,-0.00602210111289025
2009-12-03,thb,33.156,-0.16273396593753375
2009-12-04,thb,33.132,-0.07241129932622492
2009-12-07,thb,NA,NA
2009-12-08,thb,NA,NA
2009-12-09,thb,33.177,NA
2009-12-10,thb,33.199,0.066289022555166
2009-12-11,thb,NA,NA
2009-12-14,thb,33.129,NA
2009-12-15,thb,NA,NA
2009-12-16,thb,33.134,NA
2009-12-17,thb,33.176,0.12667774277344002
2009-12-18,thb,33.222,0.13855841248049394
2009-12-21,thb,33.222,0
2009-12-22,thb,33.229,0.02106815556093266
2009-12-23,thb,33.254,0.07520719936930931
2009-12-24,thb,33.322,0.20427788886898668
2009-12-28,thb,33.346,0.07199856313899744
2009-12-29,thb,33.396,0.14983071934868697
2009-12-30,thb,NA,NA
2009-12-31,thb,33.359,NA
2010-01-04,thb,33.359,0
2010-01-05,thb,33.278,-0.24310830287563867
2010-01-06,thb,33.156,-0.36728222640354247
2010-01-07,thb,33.16,0.01206345378141904
2010-01-08,thb,33.13,-0.09051139552895826
2010-01-11,thb,33.16,0.09051139552895826
2010-01-12,thb,33.059,-0.30504863655749226
2010-01-13,thb,33.06,0.00302484913587974
2010-01-14,thb,33.051,-0.02722693668402165
2010-01-15,thb,32.907,-0.4366421928731157
2010-01-18,thb,32.874,-0.1003329312972756
2010-01-19,thb,32.871,-0.00912616929680254
2010-01-20,thb,32.814,-0.17355564986751837
2010-01-21,thb,32.918,0.3164367029185655
2010-01-22,thb,32.961,0.13054237649772205
2010-01-25,thb,33.02,0.17883941051284324
2010-01-26,thb,33.012,-0.0242306761544242
2010-01-27,thb,33.002,-0.03029660398246037
2010-01-28,thb,33.047,0.13626249288498649
2010-01-29,thb,33.075,0.08469193815563436
2010-02-01,thb,33.151,0.22951720883890303
2010-02-02,thb,33.208,0.17179286613293598
2010-02-03,thb,33.15,-0.1748094118866117
2010-02-04,thb,33.058,-0.2779122136709944
2010-02-05,thb,33.105,0.14207338816478732
2010-02-08,thb,33.193,0.26546819415504963
2010-02-09,thb,33.188,-0.01506455163209352
2010-02-10,thb,33.187,-0.00301318267443839
2010-02-11,thb,33.159,-0.08440599783665625
2010-02-12,thb,33.16,0.00301572701659758
2010-02-15,thb,33.181,0.0633092678778091
2010-02-16,thb,33.194,0.03917137526547876
2010-02-17,thb,33.185,-0.02711701006385958
2010-02-18,thb,33.139,-0.13871300698338196
2010-02-19,thb,33.188,0.14775282739845075
2010-02-22,thb,33.217,0.08734282612334887
2010-02-23,thb,33.141,-0.2290606505024773
2010-02-24,thb,33.107,-0.1026446171512596
2010-02-25,thb,33.076,-0.0936796526814998
2010-02-26,thb,33.057,-0.05745996861703517
2010-03-01,thb,33.088,0.09373347122139108
2010-03-02,thb,NA,NA
2010-03-03,thb,32.801,NA
2010-03-04,thb,32.683,-0.3603937686118997
2010-03-05,thb,32.659,-0.07345964641203295
2010-03-08,thb,32.643,-0.04900309430082572
2010-03-09,thb,32.669,0.07961783860070959
2010-03-10,thb,32.732,0.19265766421434627
2010-03-11,thb,32.688,-0.13451545898690576
2010-03-12,thb,32.654,-0.1040678371293513
2010-03-15,thb,32.678,0.07347089046589872
2010-03-16,thb,32.6,-0.23897802359700293
2010-03-17,thb,32.468,-0.4057299473732456
2010-03-18,thb,32.358,-0.3393703315784702
2010-03-19,thb,32.306,-0.16083140915785776
2010-03-22,thb,32.318,0.03713790584898291
2010-03-23,thb,32.343,0.07732636750348298
2010-03-24,thb,32.333,-0.03092337213090879
2010-03-25,thb,32.344,0.03401518346879406
2010-03-26,thb,32.393,0.15138177350682014
2010-03-29,thb,32.434,0.12649052236448632
2010-03-30,thb,32.359,-0.2315065932957605
2010-03-31,thb,32.334,-0.07728811848104478
2010-04-01,thb,32.372,0.11745434540406664
2010-04-02,thb,32.341,-0.09580765030601236
2010-04-05,thb,NA,NA
2010-04-06,thb,NA,NA
2010-04-07,thb,NA,NA
2010-04-08,thb,32.346,NA
2010-04-09,thb,32.348,0.00618295359893217
2010-04-12,thb,32.276,-0.22282752473157252
2010-04-13,thb,NA,NA
2010-04-14,thb,NA,NA
2010-04-15,thb,NA,NA
2010-04-16,thb,32.295,NA
2010-04-19,thb,32.252,-0.1332362661660813
2010-04-20,thb,32.326,0.2291803164841344
2010-04-21,thb,32.221,-0.3253446097199131
2010-04-22,thb,32.113,-0.3357481314829158
2010-04-23,thb,32.202,0.27676298471583927
2010-04-26,thb,32.302,0.31005853935743843
2010-04-27,thb,32.192,-0.3411173339047391
2010-04-28,thb,32.268,0.235805259745403
2010-04-29,thb,32.306,0.11769444168381328
2010-04-30,thb,32.322,0.04951414348854932
2010-05-03,thb,32.322,0
2010-05-04,thb,NA,NA
2010-05-05,thb,32.292,NA
2010-05-06,thb,NA,NA
2010-05-07,thb,32.355,NA
2010-05-10,thb,32.357,0.0061812337762479
2010-05-11,thb,32.263,-0.2909318053307519
2010-05-12,thb,32.324,0.18889255775169644
2010-05-13,thb,32.316,-0.02475247537390146
2010-05-14,thb,32.315,-0.00309449026034691
2010-05-17,thb,32.376,0.18858888587054423
2010-05-18,thb,32.447,0.21905813798190896
2010-05-19,thb,32.329,-0.3643328718232475
2010-05-20,thb,NA,NA
2010-05-21,thb,NA,NA
2010-05-24,thb,NA,NA
2010-05-25,thb,32.396,NA
2010-05-26,thb,32.539,0.4404411524430607
2010-05-27,thb,32.549,0.03072763052691662
2010-05-28,thb,NA,NA
2010-06-01,thb,32.529,NA
2010-06-02,thb,32.554,0.07682498111516445
2010-06-03,thb,32.6,0.14120394033554362
2010-06-04,thb,32.573,-0.0828564023281686
2010-06-07,thb,32.59,0.0521768500090225
2010-06-08,thb,32.663,0.2237445955102668
2010-06-09,thb,32.631,-0.098018202475014235
2010-06-10,thb,32.616,-0.04597912628705458
2010-06-11,thb,32.571,-0.13806435991274846
2010-06-14,thb,32.456,-0.3536996013678628
2010-06-15,thb,32.427,-0.08939168019708177
2010-06-16,thb,32.423,-0.01233616038569529
2010-06-17,thb,32.406,-0.0524456659509287
2010-06-18,thb,32.426,0.06169792890684533
2010-06-21,thb,32.407,-0.05861212821849371
2010-06-22,thb,32.302,-0.32453010293713724
2010-06-23,thb,32.326,0.0742712171295512
2010-06-24,thb,32.371,0.13911002753403956
2010-06-25,thb,32.399,0.08645978614865157
2010-06-28,thb,32.424,0.07713312015638074
2010-06-29,thb,32.372,-0.1605037692552269
2010-06-30,thb,32.415,0.1327426993503522
2010-07-01,thb,32.438,0.07092964385391198
2010-07-02,thb,NA,NA
2010-07-06,thb,32.419,NA
2010-07-07,thb,32.441,0.06783842381659078
2010-07-08,thb,32.467,0.08011339554627739
2010-07-09,thb,32.436,-0.0955271785815892
2010-07-12,thb,32.376,-0.18515095087465736
2010-07-13,thb,32.357,-0.05870267265724038
2010-07-14,thb,32.37,0.04016870911609516
2010-07-15,thb,32.326,-0.136020795053593
2010-07-16,thb,32.287,-0.1207187554709499
2010-07-19,thb,32.239,-0.14877726452553475
2010-07-20,thb,32.289,0.15497151626191474
2010-07-21,thb,32.286,-0.00929152149335976
2010-07-22,thb,32.284,-0.00619482732115983
2010-07-23,thb,32.318,0.1052599087929984
2010-07-26,thb,NA,NA
2010-07-27,thb,32.258,NA
2010-07-28,thb,32.206,-0.1613303899186569
2010-07-29,thb,32.241,0.10861639313213269
2010-07-30,thb,32.26,0.0589138169936998
2010-08-02,thb,32.276,0.0495847289197382
2010-08-03,thb,32.214,-0.1922779317772516
2010-08-04,thb,32.185,-0.09006351639082588
2010-08-05,thb,32.171,-0.04350798750962781
2010-08-06,thb,32.115,-0.17422149197270365
2010-08-09,thb,32.056,-0.18388373759128385
2010-08-10,thb,31.965,-0.2842819115152828
2010-08-11,thb,31.977,0.03753401564190462
2010-08-12,thb,NA,NA
2010-08-13,thb,NA,NA
2010-08-16,thb,NA,NA
2010-08-17,thb,31.857,NA
2010-08-18,thb,31.743,-0.35849094996835973
2010-08-19,thb,31.684,-0.1860406988101193
2010-08-20,thb,31.579,-0.3319478887049421
2010-08-23,thb,31.521,-0.18383523402358823
2010-08-24,thb,31.483,-0.12062727638815218
2010-08-25,thb,31.525,0.13331642401168686
2010-08-26,thb,31.511,-0.04441906285359565
2010-08-27,thb,31.417,-0.29875435391475413
2010-08-30,thb,31.326,-0.2900724026829504
2010-08-31,thb,31.298,-0.08942259154900434
2010-09-01,thb,31.202,-0.3072002415922537
2010-09-02,thb,31.182,-0.06411900706981832
2010-09-03,thb,31.149,-0.10588632649328744
2010-09-07,thb,31.21,0.19564142932613215
2010-09-08,thb,31.072,-0.4431464173773492
2010-09-09,thb,30.884,-0.6068841662345115
2010-09-10,thb,30.836,-0.15554118495537672
2010-09-13,thb,30.748,-0.28578871101299086
2010-09-14,thb,30.766,0.05852326466735391
2010-09-15,thb,30.818,0.1688750726102306
2010-09-16,thb,30.904,0.27866905043185675
2010-09-17,thb,30.794,-0.35657595562530453
2010-09-20,thb,30.73,-0.20804896653339175
2010-09-21,thb,30.768,0.12358127040306144
2010-09-22,thb,30.665,-0.33532497684767293
2010-09-23,thb,30.673,0.02608497194351855
2010-09-24,thb,30.758,0.2767334220349582
2010-09-27,thb,30.611,-0.4790701531634856
2010-09-28,thb,30.581,-0.0980520408012442
2010-09-29,thb,30.484,-0.31769452742134163
2010-09-30,thb,30.401,-0.27264531958728355
2010-10-01,thb,30.246,-0.5111558279449646
2010-10-04,thb,30.163,-0.274793663953421
2010-10-05,thb,30.205,0.13914659016900366
2010-10-06,thb,29.99,-0.7143480829786775
2010-10-07,thb,29.874,-0.3875455872817124
2010-10-08,thb,30.019,0.48419776364712064
2010-10-12,thb,30.062,0.14314011864628995
2010-10-13,thb,29.844,-0.7278101101766854
2010-10-14,thb,29.83,-0.04692160826107461
2010-10-15,thb,29.83,0
2010-10-18,thb,29.908,0.2611404611012169
2010-10-19,thb,29.889,-0.0635483406840276
2010-10-20,thb,29.971,0.27397277411203014
2010-10-21,thb,29.852,-0.3978408202808037
2010-10-22,thb,29.894,0.14059520944815773
2010-10-25,thb,NA,NA
2010-10-26,thb,29.883,NA
2010-10-27,thb,29.956,0.24398815559822928
2010-10-28,thb,29.969,0.04338756847372949
2010-10-29,thb,29.975,0.02001868417198515
2010-11-01,thb,29.873,-0.3408638509554862
2010-11-02,thb,29.851,-0.07367222890315439
2010-11-03,thb,29.751,-0.33555952428936386
2010-11-04,thb,29.708,-0.14463750650479668
2010-11-05,thb,29.651,-0.1920518119235215
2010-11-08,thb,29.651,0
2010-11-09,thb,29.582,-0.2329783438636213
2010-11-10,thb,29.567,-0.05071937081457811
2010-11-11,thb,29.568,0.00338209182411119
2010-11-12,thb,29.818,0.8419542546933556
2010-11-15,thb,29.961,0.4784297922900027
2010-11-16,thb,29.861,-0.3343254760609593
2010-11-17,thb,30.004,0.47774249388923273
2010-11-18,thb,29.992,-0.04000266737791413
2010-11-19,thb,29.916,-0.2537225104189744
2010-11-22,thb,29.924,0.02673796807370898
2010-11-23,thb,30.063,0.46343457341433414
2010-11-24,thb,30.068,0.01663035709209559
2010-11-29,thb,30.274,0.6827775025151084
2010-11-30,thb,30.213,-0.20169630062563115
2010-12-01,thb,30.127,-0.2850515685525856
2010-12-02,thb,30.009,-0.3924442977438325
2010-12-03,thb,30.048,0.1298766354699055
2010-12-06,thb,NA,NA
2010-12-07,thb,30.005,NA
2010-12-08,thb,30.126,0.40245518391475166
2010-12-09,thb,30.076,-0.1661074764843118
2010-12-10,thb,NA,NA
2010-12-13,thb,30.07,NA
2010-12-14,thb,30.025,-0.14976290343904353
2010-12-15,thb,30.062,0.12315477449873492
2010-12-16,thb,30.112,0.16618476919343372
2010-12-17,thb,30.121,0.02988395088068252
2010-12-20,thb,30.198,0.25530941105023075
2010-12-21,thb,30.172,-0.08613550308935736
2010-12-22,thb,30.17,-0.0066288820414595
2010-12-23,thb,30.165,-0.01657412782449796
2010-12-27,thb,30.189,0.07953077265807629
2010-12-28,thb,30.19,0.00331240994415615
2010-12-29,thb,30.165,-0.08284318260223245
2010-12-30,thb,30.15,-0.04973887195305337
2011-01-03,thb,NA,NA
2011-01-04,thb,30.056,NA
2011-01-05,thb,30.123,0.22266912937407568
2011-01-06,thb,30.232,0.3611966481778861
2011-01-07,thb,30.297,0.21477316653419895
2011-01-10,thb,30.506,0.6874687865211726
2011-01-11,thb,30.68,0.5687590921314101
2011-01-12,thb,30.411,-0.8806591430682964
2011-01-13,thb,30.389,-0.0723684242110334
2011-01-14,thb,30.489,0.3285261997477029
2011-01-18,thb,30.599,0.36013658620395184
2011-01-19,thb,30.47,-0.4224735688160841
2011-01-20,thb,30.556,0.28184726814952654
2011-01-21,thb,30.648,0.3006341719234751
2011-01-24,thb,30.769,0.39402822199723353
2011-01-25,thb,30.991,0.71891501344216735
2011-01-26,thb,30.883,-0.34909690558797557
2011-01-27,thb,30.819,-0.20744877946259344
2011-01-28,thb,31.03,0.6823095558052827
2011-01-31,thb,31.151,0.38918689866234146
2011-02-01,thb,30.884,-0.860809700034304
2011-02-02,thb,30.816,-0.2204214830854312
2011-02-03,thb,30.879,0.20423055968170625
2011-02-04,thb,NA,NA
2011-02-07,thb,30.775,NA
2011-02-08,thb,30.695,-0.26028971910574406
2011-02-09,thb,30.715,0.06513597364308232
2011-02-10,thb,30.745,0.0976244789542502
2011-02-11,thb,NA,NA
2011-02-14,thb,30.754,NA
2011-02-15,thb,30.704,-0.16271278281569934
2011-02-16,thb,30.684,-0.06515931682944398
2011-02-17,thb,30.618,-0.21532747871604307
2011-02-18,thb,NA,NA
2011-02-22,thb,30.63,NA
2011-02-23,thb,30.61,-0.06531678873629154
2011-02-24,thb,30.651,0.13385353200754402
2011-02-25,thb,30.623,-0.0913927667491876
2011-02-28,thb,30.611,-0.03919391238076386
2011-03-01,thb,30.591,-0.06535734358985579
2011-03-02,thb,30.55,-0.13411624325940785
2011-03-03,thb,30.503,-0.1539646185592769
2011-03-04,thb,30.48,-0.07543086135659571
2011-03-07,thb,30.456,-0.07877117382495413
2011-03-08,thb,30.387,-0.22681337074264007
2011-03-09,thb,30.33,-0.18775636722798697
2011-03-10,thb,30.29,-0.13196966613437944
2011-03-11,thb,30.411,0.3986760029226488
2011-03-14,thb,30.379,-0.10528048348654728
2011-03-15,thb,30.42,0.13487065976396373
2011-03-16,thb,30.443,0.07557958396682274
2011-03-17,thb,30.343,-0.3290234271498882
2011-03-18,thb,30.313,-0.0989184992291836
2011-03-21,thb,30.286,-0.0891103872560528
2011-03-22,thb,30.239,-0.15530775529843943
2011-03-23,thb,30.262,0.07603180478996663
2011-03-24,thb,30.305,0.14199153738694292
2011-03-25,thb,30.239,-0.21802334217690955
2011-03-28,thb,30.283,0.1454016977361583
2011-03-29,thb,30.326,0.14189314199066771
2011-03-30,thb,30.343,0.05604180205684983
2011-03-31,thb,30.295,-0.1583166002363523
2011-04-01,thb,NA,NA
2011-04-04,thb,30.242,NA
2011-04-05,thb,30.217,-0.08270067789699631
2011-04-06,thb,NA,NA
2011-04-07,thb,30.132,NA
2011-04-08,thb,30.047,-0.28249075765875986
2011-04-11,thb,30.057,0.0332756558374836
2011-04-12,thb,30.177,0.39844658750749495
2011-04-13,thb,NA,NA
2011-04-14,thb,NA,NA
2011-04-15,thb,NA,NA
2011-04-18,thb,30.123,NA
2011-04-19,thb,30.119,-0.01327977160743287
2011-04-20,thb,30.014,-0.3492262375536459
2011-04-21,thb,29.913,-0.33707709590324875
2011-04-22,thb,29.929,0.05347414986554
2011-04-25,thb,29.933,0.01336407071583778
2011-04-26,thb,29.993,0.20024703817851375
2011-04-27,thb,29.93,-0.2102699237756855
2011-04-28,thb,29.881,-0.163849495786339
2011-04-29,thb,29.936,0.18389426249898477
2011-05-02,thb,NA,NA
2011-05-03,thb,29.922,NA
2011-05-04,thb,30.051,0.4301942505696488
2011-05-05,thb,NA,NA
2011-05-06,thb,30.194,NA
2011-05-09,thb,30.191,-0.00993624245246849
2011-05-10,thb,30.188,-0.00993722983975153
2011-05-11,thb,30.062,-0.4182578711587226
2011-05-12,thb,30.219,0.5208949917619332
2011-05-13,thb,30.241,0.07277539189867177
2011-05-16,thb,NA,NA
2011-05-17,thb,NA,NA
2011-05-18,thb,30.244,NA
2011-05-19,thb,30.228,-0.05291705375496391
2011-05-20,thb,30.269,0.1355439320202656
2011-05-23,thb,30.383,0.3759154990661706
2011-05-24,thb,30.399,0.05264716649522327
2011-05-25,thb,30.449,0.1643439759851706
2011-05-26,thb,30.394,-0.18079323827286944
2011-05-27,thb,30.36,-0.11192679839839847
2011-05-31,thb,30.301,-0.1945237256372856
2011-06-01,thb,30.286,-0.04951557365928671
2011-06-02,thb,30.309,0.07591385792413696
2011-06-03,thb,30.319,0.03298805862201881
2011-06-06,thb,30.266,-0.17496084350909769
2011-06-07,thb,30.3,0.11227422504891392
2011-06-08,thb,30.315,0.04949270083707269
2011-06-09,thb,30.431,0.3819186152165699
2011-06-10,thb,30.4,-0.10192172636838136
2011-06-13,thb,30.454,0.17747400063647945
2011-06-14,thb,30.459,0.01641685686544214
2011-06-15,thb,30.465,0.01969667132626362
2011-06-16,thb,30.608,0.4682928997439273
2011-06-17,thb,30.602,-0.01960463982753069
2011-06-20,thb,30.569,-0.1078942740884603
2011-06-21,thb,30.554,-0.04908136152059761
2011-06-22,thb,30.472,-0.2687380767228298
2011-06-23,thb,30.502,0.09840260576892136
2011-06-24,thb,30.648,0.4775152164355756
2011-06-27,thb,30.833,0.6018137582673777
2011-06-28,thb,30.948,0.3722831706186369
2011-06-29,thb,30.896,-0.16816510010495556
2011-06-30,thb,30.745,-0.4899346280725414
2011-07-01,thb,NA,NA
2011-07-05,thb,30.481,NA
2011-07-06,thb,30.476,-0.01640500684487733
2011-07-07,thb,30.344,-0.4340684224165337
2011-07-08,thb,30.242,-0.3367117696120303
2011-07-11,thb,30.295,0.1750995706474967
2011-07-12,thb,30.423,0.4216218901016422
2011-07-13,thb,30.266,-0.5173931033134682
2011-07-14,thb,30.122,-0.4769168475177388
2011-07-15,thb,NA,NA
2011-07-18,thb,30.101,NA
2011-07-19,thb,29.941,-0.5329615227023687
2011-07-20,thb,29.878,-0.21063549471849183
