date,idr,myr,php,sgd,thb
2017-05-26,13295,4.2775,49.875,1.3858,34.083
2017-05-30,13336,4.283,49.8,1.3874,34.145
2017-05-31,13321,4.276,49.867,1.3847,34.079
2017-06-01,NA,4.289,49.761,1.3842,34.12
2017-06-02,13311,4.2815,49.781,1.3863,34.186
2017-06-05,13287,4.2675,49.631,1.3824,34.028
2017-06-06,13285,4.257,49.404,1.3803,33.974
2017-06-07,13307,4.2715,49.468,1.3813,34.004
2017-06-08,13316,4.263,49.526,1.3827,34.042
2017-06-09,13292,4.267,49.545,1.3825,34.057
2017-06-12,13292,NA,NA,1.3835,34.071
2017-06-13,13294,4.2605,49.49,1.3829,33.992
2017-06-14,13286,4.2615,49.558,1.3818,33.908
2017-06-15,13282,4.254,49.495,1.3772,33.878
2017-06-16,13298,4.2785,49.525,1.3851,33.986
2017-06-19,13286,4.2695,49.85,1.3817,33.943
2017-06-20,13297,4.2825,49.859,1.3867,33.976
2017-06-21,13301,4.288,50.064,1.3892,34.03
2017-06-22,13319,4.286,50.239,1.3899,33.967
2017-06-23,NA,4.289,50.327,1.3894,33.972
2017-06-26,NA,NA,NA,NA,33.948
2017-06-27,NA,NA,50.314,1.387,33.977
2017-06-28,NA,4.2975,50.262,1.3862,33.979
2017-06-29,NA,4.296,50.437,1.3808,33.961
2017-06-30,13319,4.294,50.466,1.3773,33.984
2017-07-05,13349,4.297,50.539,1.3807,33.994
2017-07-06,13364,4.2985,50.521,1.3814,34.062
2017-07-07,13397,4.2985,50.635,1.3822,34.091
2017-07-10,13408,4.2995,50.609,1.3822,NA
2017-07-11,13387,4.2965,50.663,1.3841,34.109
2017-07-12,13368,4.2955,50.77,1.3804,34.007
2017-07-13,13342,4.2885,50.579,1.3769,33.938
2017-07-14,13347,4.2955,50.481,1.3756,33.904
2017-07-17,13313,4.292,50.623,1.3701,33.717
2017-07-18,13314,4.2875,50.633,1.3681,33.592
2017-07-19,13304,4.285,50.759,1.3677,33.646
2017-07-20,13320,4.2895,50.823,1.3698,33.646
2017-07-21,13323,4.2905,50.883,1.3658,33.508
2017-07-24,13319,4.2835,50.76,1.3619,33.429
2017-07-25,13320,4.282,50.746,1.3614,33.446
2017-07-26,13334,4.2855,50.698,1.3634,33.502
2017-07-27,13315,4.2765,50.586,1.3553,33.318
2017-07-28,13326,4.28,50.546,1.3608,NA
2017-07-31,13323,4.279,50.582,1.3579,33.314
2017-08-01,13318,4.2775,50.502,1.3563,33.283
2017-08-02,13331,4.287,50.397,1.3606,33.312
2017-08-03,13330,4.2855,50.422,1.3606,33.289
2017-08-04,13324,4.277,50.365,1.3579,33.243
2017-08-07,13319,4.2805,50.185,1.3607,33.278
2017-08-08,13319,4.2835,50.31,1.3611,33.255
2017-08-09,13324,4.288,50.388,NA,33.277
2017-08-10,13338,4.2945,50.621,1.3649,33.25
2017-08-11,13370,4.2955,50.688,1.3632,33.253
2017-08-14,13344,4.2915,51.009,1.3601,NA
2017-08-15,13344,4.294,50.983,1.3627,33.265
2017-08-16,13374,4.2985,51.217,1.3672,33.302
2017-08-17,NA,4.293,51.438,1.3634,33.249
2017-08-18,13368,4.296,51.301,1.365,33.231
2017-08-21,13355,4.2885,NA,1.3625,33.218
2017-08-22,13338,4.2835,51.494,1.3604,33.248
2017-08-23,13342,4.283,51.377,1.3626,33.293
2017-08-24,13354,4.2785,51.202,1.361,33.334
2017-08-25,13348,4.2765,51.05,1.3606,33.34
2017-08-28,13338,4.2655,NA,1.3562,33.222
2017-08-29,13348,4.2685,51.095,1.3547,33.183
2017-08-30,13343,4.2695,51.159,1.3546,33.212
2017-08-31,13351,NA,51.166,1.3584,33.209
2017-09-01,NA,NA,NA,NA,33.183
2017-09-05,13336,4.2675,51.183,1.3551,33.173
2017-09-06,13337,4.2465,51.118,1.3534,33.165
2017-09-07,13331,4.2165,51.136,1.3479,33.126
2017-09-08,13284,4.1845,51.023,1.337,33.068
2017-09-11,13154,4.1995,50.763,1.3431,33.128
2017-09-12,13186,4.205,NA,1.3456,33.117
2017-09-13,13209,4.2035,50.89,1.3457,33.087
2017-09-14,13239,4.1995,50.967,1.351,33.119
2017-09-15,13261,4.192,51.143,1.3467,33.067
2017-09-18,13238,4.1855,51.242,1.344,33.08
2017-09-19,13258,4.1905,51.177,1.3473,33.077
2017-09-20,13270,4.1935,51.036,1.3463,33.073
2017-09-21,NA,4.201,50.887,1.3518,33.125
2017-09-22,13325,NA,51.086,1.3491,33.107
2017-09-25,13305,4.193,50.856,1.3467,33.093
2017-09-26,13348,4.204,50.629,1.3504,33.148
2017-09-27,13384,4.2185,50.83,1.3554,33.273
2017-09-28,13464,4.2315,50.969,1.3624,33.41
2017-09-29,13492,4.2275,51.073,1.3584,33.369
2017-10-02,13499,4.2305,50.83,1.3609,33.395
2017-10-03,13582,4.24,51.036,1.3657,33.493
2017-10-04,13489,4.2265,51.178,NA,33.344
2017-10-05,13483,4.23,50.951,1.3638,33.383
2017-10-06,13485,4.2365,51.018,1.3666,33.424
2017-10-10,13491,4.2235,51.164,1.3596,33.339
2017-10-11,13509,4.2155,51.308,1.357,33.21
2017-10-12,13521,4.2175,51.467,1.3538,33.129
2017-10-13,13508,4.218,51.385,1.3542,NA
2017-10-16,13483,4.2185,NA,1.3511,33.077
2017-10-17,13490,4.223,NA,1.3549,33.105
2017-10-18,13514,NA,51.293,NA,33.102
2017-10-19,13521,4.226,51.387,1.359,33.149
2017-10-20,13517,4.224,51.463,1.3595,33.149
2017-10-23,13535,4.2335,51.508,1.3621,NA
2017-10-24,13529,4.234,51.507,1.3593,33.16
2017-10-25,13570,4.2335,51.513,1.3624,33.201
2017-10-26,13560,4.233,51.718,1.3604,NA
2017-10-27,13630,4.2415,51.741,1.3682,33.29
2017-10-30,13580,4.2385,51.799,1.3654,33.255
2017-10-31,13572,4.2305,NA,1.3605,33.224
2017-11-01,13592,4.2335,NA,1.362,33.173
2017-11-02,13562,4.2275,51.686,1.3587,33.107
2017-11-03,13500,4.2325,51.488,1.3612,33.115
2017-11-06,13529,4.24,51.27,1.3644,33.165
2017-11-07,13504,4.2265,51.304,1.3622,33.139
2017-11-08,13524,4.2285,51.235,1.3637,33.137
2017-11-09,13514,4.2275,51.384,1.3618,33.113
2017-11-10,13514,4.1935,51.273,1.3589,33.094
2017-11-13,13555,4.188,51.239,1.3605,33.083
2017-11-14,13542,4.1895,51.232,1.3611,33.08
2017-11-15,13539,4.1825,51.142,1.3589,33.041
2017-11-16,13538,4.1785,51.116,1.3571,33.011
2017-11-17,13517,4.162,50.913,1.3541,32.857
2017-11-20,13529,4.158,50.816,1.3571,32.804
2017-11-21,13544,4.143,50.94,1.3565,32.834
2017-11-22,13523,4.1245,50.797,1.3543,32.745
2017-11-27,13511,4.117,50.685,1.3461,32.672
2017-11-28,13527,4.1175,50.64,1.3467,32.624
2017-11-29,13515,4.107,50.365,1.3465,32.577
2017-11-30,13514,4.087,NA,1.3476,32.616
2017-12-01,NA,NA,50.346,1.3481,32.666
2017-12-04,13527,4.082,50.321,1.3486,32.655
2017-12-05,13515,4.0525,50.557,1.3456,NA
2017-12-06,13524,4.067,50.59,1.3468,32.596
2017-12-07,13552,4.0825,50.676,1.3482,32.622
2017-12-08,13556,4.088,50.741,1.3514,32.647
2017-12-11,13546,4.082,50.572,1.3513,NA
2017-12-12,13550,4.08,50.343,1.3516,32.601
2017-12-13,13589,4.0755,50.435,1.3513,32.59
2017-12-14,13565,4.079,50.475,1.347,32.487
2017-12-15,13573,4.089,50.398,1.3472,32.538
2017-12-18,13584,4.087,50.488,1.3494,32.566
2017-12-19,13587,4.074,50.429,1.3481,32.805
2017-12-20,13579,4.074,50.462,1.3465,32.754
2017-12-21,13545,4.077,50.302,1.3449,32.727
2017-12-22,13558,4.0905,50.194,1.3448,32.741
2017-12-26,NA,4.079,NA,1.3441,32.779
2017-12-27,13562,4.0835,50.245,1.3427,32.83
2017-12-28,13560,4.077,50.003,1.3395,32.649
2017-12-29,13548,4.062,49.923,1.3366,32.659
2018-01-02,13542,4.0325,NA,1.3338,NA
2018-01-03,13498,4.0255,49.958,1.3303,32.434
2018-01-04,13474,4.02,49.857,1.3301,32.283
2018-01-05,13405,3.9945,49.879,1.3269,32.204
2018-01-08,13397,3.9875,49.769,1.329,32.164
2018-01-09,13428,4.0015,50,1.3313,32.233
2018-01-10,13449,4.0085,50.232,1.3353,32.224
2018-01-11,13427,3.9895,50.381,1.3329,32.054
2018-01-12,13362,3.9705,50.378,1.3286,31.939
2018-01-16,13333,3.955,50.35,1.3227,31.94
2018-01-17,13323,3.951,50.454,1.3214,31.925
2018-01-18,13365,3.9605,50.65,1.3253,31.951
2018-01-19,13331,3.9365,50.755,1.3176,31.852
2018-01-22,13334,3.9415,50.689,1.3212,31.886
2018-01-23,13318,3.927,50.835,1.3186,31.825
2018-01-24,13321,3.9175,51.008,1.3154,31.7
2018-01-25,13290,3.898,51.021,1.3053,31.415
2018-01-26,13303,3.875,50.819,1.3073,31.355
2018-01-29,13327,3.8695,50.885,1.3081,31.349
2018-01-30,13398,3.8945,51.04,1.3119,31.456
2018-01-31,13413,NA,51.421,1.3091,31.36
2018-02-01,13402,NA,51.341,1.3116,31.36
2018-02-02,13428,3.8885,51.491,1.3115,31.349
2018-02-05,13498,3.8975,51.656,1.318,31.513
2018-02-06,13578,3.9135,51.549,1.3219,31.636
2018-02-07,13533,3.9075,51.55,1.3178,31.485
2018-02-08,13602,3.9255,51.207,1.3291,31.743
2018-02-09,13643,3.9385,51.303,1.3323,31.826
2018-02-12,13609,3.932,51.651,1.3259,31.636
2018-02-13,13644,3.9335,51.651,1.3233,31.531
2018-02-14,13657,3.9265,51.916,1.3185,31.413
2018-02-15,13570,3.8945,52.024,1.3132,31.289
2018-02-16,NA,NA,NA,NA,31.237
2018-02-20,13573,3.8945,52.354,1.3156,31.449
2018-02-21,13582,3.9085,52.233,1.3193,31.531
2018-02-22,13665,3.9185,52.124,1.3251,31.614
2018-02-23,13670,3.9055,52.116,1.3208,31.472
2018-02-26,13659,3.913,51.893,1.3184,31.361
2018-02-27,13650,3.9105,51.829,1.3173,31.293
2018-02-28,13707,3.9255,52.034,1.3258,31.464
2018-03-01,13793,3.9305,52.07,1.3251,NA
2018-03-02,13746,3.916,52.015,1.3217,31.478
2018-03-05,13740,3.899,51.864,1.3192,31.426
2018-03-06,13750,3.9045,51.943,1.3177,31.379
2018-03-07,13763,3.903,51.926,1.3162,31.343
2018-03-08,13774,3.9055,52.029,1.314,31.306
2018-03-09,13794,3.9145,52.016,1.3182,31.371
2018-03-12,13768,3.9085,52.094,1.3143,31.316
2018-03-13,13757,3.908,52.008,1.3131,31.264
2018-03-14,13739,3.8965,52.038,1.3101,31.173
2018-03-15,13748,3.9145,52.056,1.3101,31.157
2018-03-16,13765,3.924,52.073,1.3148,31.212
2018-03-19,13765,3.914,52.002,1.3182,31.22
2018-03-20,13761,3.9155,52.041,1.315,31.185
2018-03-22,13737,3.9095,52.076,1.3127,31.182
2018-03-23,13780,3.913,52.158,1.3151,31.25
2018-03-26,13776,3.9035,52.338,1.3116,31.165
2018-03-27,13708,3.8755,52.286,1.3067,31.132
2018-03-28,13745,3.858,52.207,1.3075,31.206
2018-03-29,13756,3.868,NA,1.3117,31.249
2018-03-30,NA,3.862,NA,NA,31.215
2018-04-02,13750,3.864,52.25,1.3107,31.179
2018-04-03,13765,3.8675,52.135,1.3102,31.199
2018-04-04,13760,3.865,52.026,1.3107,31.214
2018-04-05,13767,3.867,52.059,1.3125,31.211
2018-04-06,13771,3.8715,52.128,1.317,NA
2018-04-09,13771,3.863,NA,1.3127,31.259
2018-04-10,13759,3.8645,52.084,1.3108,31.237
2018-04-11,13747,3.8705,51.992,1.3088,31.185
2018-04-12,13763,3.8765,51.935,1.3095,31.161
2018-04-13,13753,3.8795,52.017,1.3118,NA
2018-04-16,13766,3.8865,51.989,1.3128,NA
2018-04-17,13770,3.889,52.027,1.3103,31.194
2018-04-18,13770,3.8915,52.072,1.3108,31.239
2018-04-19,13778,3.8885,52.097,1.3095,31.22
2018-04-20,13804,3.892,52.065,1.3123,31.258
2018-04-23,13894,3.8985,52.137,1.3169,31.405
2018-04-24,13900,3.9075,52.173,1.3232,31.477
2018-04-25,13888,3.9085,52.303,1.3243,31.507
2018-04-26,13930,3.9205,52.287,1.3274,31.595
2018-04-27,13879,3.9195,52.231,1.3269,31.617
2018-04-30,13877,3.9195,51.965,1.3238,31.51
2018-05-02,13936,3.9265,51.734,1.3335,31.704
2018-05-03,13965,3.9378,51.867,1.3334,31.693
2018-05-04,13943,3.9345,51.86,1.3294,31.64
2018-05-07,13956,3.9415,51.647,1.3333,31.777
2018-05-08,14036,3.95,51.805,1.3368,31.886
2018-05-09,14074,NA,51.887,1.3421,32.07
2018-05-10,NA,NA,52.008,1.3442,32.112
2018-05-11,14048,NA,51.887,1.337,31.941
2018-05-14,13976,3.955,NA,1.3327,31.82
2018-05-15,14020,3.952,52.098,1.3361,31.901
2018-05-16,14094,3.9645,52.401,1.3425,32.104
2018-05-17,14074,3.968,52.286,1.339,32.015
2018-05-18,14107,3.977,52.254,1.3428,32.131
2018-05-21,14176,3.976,52.32,1.344,32.21
2018-05-22,14178,3.9765,52.41,1.3398,32.109
2018-05-23,14192,3.9755,52.313,1.3413,32.09
2018-05-24,14205,3.987,52.373,1.343,32.117
2018-05-25,14166,3.9845,52.533,1.3405,31.983
2018-05-29,NA,NA,52.531,NA,NA
2018-05-30,14032,3.995,52.602,1.3452,32.139
2018-05-31,13951,3.9765,52.689,1.3382,32.007
2018-06-01,NA,3.9835,52.554,1.3391,32.061
2018-06-04,13872,3.979,52.594,1.3366,32.013
2018-06-05,13887,3.9735,52.578,1.3352,31.963
2018-06-06,13875,3.972,52.533,1.3326,31.884
2018-06-07,13868,3.9745,52.36,1.3316,31.909
2018-06-08,13902,3.983,52.459,1.3339,32.054
2018-06-11,NA,3.9875,52.65,1.3341,32.043
2018-06-12,NA,3.9895,NA,1.3352,32.084
2018-06-13,NA,3.9955,52.902,1.3371,32.14
2018-06-14,NA,3.9915,53.122,1.3363,32.157
2018-06-15,NA,NA,NA,NA,32.359
2018-06-18,13902,3.9985,53.313,1.3513,32.716
2018-06-19,13902,3.998,53.458,1.351,32.718
2018-06-20,13902,4.0075,53.395,1.3569,32.738
2018-06-21,14090,4.012,53.389,1.3614,32.921
2018-06-22,14102,4.0135,53.419,1.3582,32.914
2018-06-25,14105,4.0135,53.349,1.3624,32.99
2018-06-26,14163,4.02,53.405,1.3609,32.968
2018-06-27,NA,4.0275,53.421,1.3626,33.007
2018-06-28,14271,4.0385,53.482,1.3675,33.069
2018-06-29,14404,4.0385,53.522,1.365,33.166
2018-07-02,14331,4.04,53.404,1.3646,33.126
2018-07-03,14418,4.049,53.39,1.3721,33.243
2018-07-05,14387,4.0455,53.343,1.3659,33.218
2018-07-06,14409,4.0465,53.41,1.3655,33.209
2018-07-09,14332,4.032,53.412,1.3559,33.11
2018-07-10,14326,4.0085,53.359,1.3547,33.125
2018-07-11,14391,4.03,53.464,1.3592,33.261
2018-07-12,14435,4.0405,53.516,1.3627,33.301
2018-07-13,14358,4.04,53.524,1.3635,33.251
2018-07-16,14396,4.0485,53.47,1.3644,33.294
2018-07-17,14391,4.045,53.522,1.3596,33.246
2018-07-18,14406,4.0575,53.466,1.3656,33.338
2018-07-19,14418,4.0575,53.469,1.3669,33.395
2018-07-20,14520,4.0655,53.52,1.3699,33.461
2018-07-23,14454,4.058,53.515,1.3611,33.349
2018-07-24,14541,4.0675,53.446,1.3659,33.459
2018-07-25,14515,4.0635,53.493,1.3647,33.368
2018-07-26,14443,4.055,53.381,1.3595,33.235
2018-07-27,14483,4.0625,53.354,1.3626,NA
2018-07-30,14409,4.065,53.371,1.3626,NA
2018-07-31,14413,4.0605,53.263,1.3619,33.297
2018-08-01,14442,4.0655,53.16,1.3617,33.184
2018-08-02,14446,4.0725,53.115,1.3651,33.18
2018-08-03,14503,4.0825,53.008,1.3687,33.347
2018-08-06,14481,4.0775,53.146,1.366,33.243
2018-08-07,14485,4.0845,53.04,1.3682,33.314
2018-08-08,14439,4.076,52.922,1.3634,33.216
2018-08-09,14422,4.072,53.025,NA,33.172
2018-08-10,14437,4.0795,53.107,1.367,33.254
2018-08-13,14583,4.0925,53.136,1.3757,NA
2018-08-14,14625,4.0965,53.307,1.3747,33.31
2018-08-15,14621,4.103,53.451,1.3804,33.337
2018-08-16,14619,4.1005,53.499,1.3745,33.266
2018-08-17,NA,4.104,53.443,1.3749,33.199
2018-08-20,14578,4.103,53.414,1.3703,33.133
2018-08-21,14568,4.094,NA,1.3667,32.784
2018-08-22,NA,NA,53.386,NA,32.727
2018-08-23,14620,4.105,53.395,1.3709,32.805
2018-08-24,14655,4.1095,53.488,1.3731,32.814
2018-08-27,14610,4.0995,NA,1.364,32.576
2018-08-28,14614,4.097,53.495,1.3641,32.567
2018-08-29,14643,4.103,53.362,1.3641,32.679
2018-08-30,14655,4.1075,53.411,1.3659,32.697
2018-08-31,14711,NA,53.434,1.3684,32.742
2018-09-04,14840,4.1355,53.504,1.374,32.746
2018-09-05,14927,4.1435,53.53,1.3763,32.805
2018-09-06,14891,4.1465,53.547,1.3771,32.803
2018-09-07,14884,4.1435,53.684,1.3754,32.792
2018-09-10,14835,NA,53.831,1.3808,32.856
2018-09-11,NA,NA,53.854,1.3773,32.824
2018-09-12,14863,4.1495,53.924,1.3773,32.814
2018-09-13,14794,4.1425,54.009,1.3716,32.641
2018-09-14,14835,4.1415,54.004,1.3701,32.585
2018-09-17,14859,NA,54.011,1.3745,32.669
2018-09-18,14908,4.146,54.207,1.3714,32.599
2018-09-19,14896,4.144,54.102,1.3704,32.534
2018-09-20,14839,4.1375,54.06,1.369,32.366
2018-09-21,14824,4.131,54.016,1.3638,32.392
2018-09-24,14865,4.1345,54.027,1.3662,32.469
2018-09-25,14893,4.1345,54.211,1.3663,32.458
2018-09-26,14938,4.1415,54.322,1.365,32.455
2018-09-27,14919,4.1375,54.269,1.3647,32.431
2018-09-28,14929,4.1405,54.251,1.3671,32.382
2018-10-01,14905,4.1415,54.102,1.3693,32.253
2018-10-02,14988,4.138,54.095,1.3729,32.338
2018-10-03,15088,4.139,54.251,1.3737,32.338
2018-10-04,15133,4.147,54.226,1.381,32.614
2018-10-05,15182,4.1455,54.345,1.3819,32.8
2018-10-09,15233,4.1575,54.232,1.3836,32.921
2018-10-10,15215,4.153,54.166,1.3805,32.883
2018-10-11,15253,4.159,54.171,1.382,32.924
2018-10-12,15194,4.156,54.238,1.3739,32.7
2018-10-15,15246,4.158,54.081,1.3789,NA
2018-10-16,15206,4.1555,54.13,1.3771,32.662
2018-10-17,15178,4.154,54.044,1.3748,32.533
2018-10-18,15187,4.156,53.891,1.3776,32.6
2018-10-19,15221,4.16,53.999,1.3792,32.617
2018-10-22,15192,4.158,53.878,1.3765,32.65
2018-10-23,15208,4.1625,53.733,1.3815,NA
2018-10-24,15193,4.1625,53.871,1.3775,32.811
2018-10-25,15210,4.1695,53.737,1.3807,32.923
2018-10-26,15207,4.1775,53.789,1.3837,33.029
2018-10-29,15218,4.179,53.732,1.3807,33.136
2018-10-30,15237,4.18,53.599,1.3832,33.27
2018-10-31,15227,4.1825,53.606,1.3865,33.266
2018-11-01,15195,4.1845,NA,1.3824,33.033
2018-11-02,15089,4.1725,NA,1.3765,32.914
2018-11-05,14972,4.1695,53.527,1.3763,32.926
2018-11-06,14891,NA,53.269,NA,32.971
2018-11-07,14764,4.1715,53.147,1.372,32.91
2018-11-08,14651,4.167,52.992,1.3719,32.852
2018-11-09,14632,4.1785,52.635,1.3771,33.031
2018-11-12,14747,4.1845,52.923,1.3789,33.112
2018-11-13,14895,4.195,53.203,1.3818,33.002
2018-11-14,14755,4.1925,53.194,1.3792,32.919
2018-11-15,14764,4.189,53.047,1.3766,32.898
2018-11-16,14594,4.192,52.914,1.3756,32.999
2018-11-19,14586,4.191,52.68,1.3739,32.945
2018-11-20,NA,NA,52.6,1.371,32.958
2018-11-21,14618,4.1995,52.533,1.3757,32.994
2018-11-26,14551,4.1925,52.391,1.3743,33.044
2018-11-27,14504,4.1935,52.394,1.3757,33.018
2018-11-28,14535,4.195,52.523,1.3781,33.037
2018-11-29,14408,4.19,52.608,1.3715,32.905
2018-11-30,14339,4.188,NA,1.3705,32.908
2018-12-03,14252,4.178,52.389,1.3688,32.803
2018-12-04,14293,4.1575,52.335,1.3653,32.719
2018-12-06,14507,4.1655,52.706,1.3701,32.818
2018-12-07,14539,4.162,52.81,1.3685,32.81
2018-12-10,14517,4.1705,52.656,1.3693,NA
2018-12-11,14613,4.1805,52.786,1.373,32.827
2018-12-12,14577,4.1825,52.844,1.3731,32.769
2018-12-13,14536,4.1825,52.665,1.371,NA
2018-12-14,14538,4.1815,52.615,1.3722,32.777
2018-12-17,14617,4.187,52.76,1.375,32.781
2018-12-18,14523,4.1775,53.008,1.3716,32.751
2018-12-19,14380,4.18,52.973,1.3688,32.695
2018-12-20,14499,4.184,53.026,1.3731,32.756
2018-12-21,14480,4.1795,53.173,1.3685,32.654
2018-12-26,14602,4.1795,NA,1.3713,32.569
2018-12-27,14563,4.1765,53.062,1.373,32.59
2018-12-28,14542,4.156,52.724,1.3685,32.417
2019-01-02,14465,4.139,52.563,1.366,32.351
2019-01-03,14474,4.1425,52.571,1.366,32.205
2019-01-04,14350,4.1395,52.625,1.362,32.052
2019-01-07,14105,4.1105,52.56,1.3571,31.962
2019-01-08,14031,4.113,52.358,1.3582,32.046
2019-01-09,14120,4.114,52.454,1.3568,32.026
2019-01-10,14093,4.0955,52.376,1.3507,31.917
2019-01-11,14076,4.096,52.171,1.3516,31.915
2019-01-14,14052,4.0975,52.235,1.3535,31.957
2019-01-15,14084,4.0975,52.197,1.3525,31.874
2019-01-16,14154,4.1125,52.128,1.355,31.804
2019-01-17,14158,4.109,52.166,1.356,31.665
2019-01-18,14182,4.116,52.288,1.3558,31.684
2019-01-22,NA,4.128,52.725,1.3599,31.811
2019-01-23,NA,4.1335,52.887,1.3597,31.734
2019-01-24,NA,4.136,52.772,1.3586,31.721
2019-01-25,NA,4.136,52.735,1.3591,31.681
2019-01-28,NA,4.11,52.728,1.3517,31.499
2019-01-29,NA,4.1135,52.466,1.3536,31.569
2019-01-30,NA,4.109,52.482,1.3514,31.44
2019-01-31,NA,4.089,52.352,1.3465,31.237
2019-02-01,NA,NA,52.161,1.3482,31.347
2019-02-04,NA,4.0925,52.235,1.3527,31.323
2019-02-05,NA,NA,NA,NA,31.303
2019-02-06,NA,NA,52.358,NA,31.261
2019-02-07,NA,4.0785,52.31,1.3558,31.276
2019-02-08,NA,4.0725,52.29,1.357,31.375
2019-02-11,NA,4.0725,52.161,1.3565,31.422
2019-02-12,NA,4.077,51.998,1.3595,31.369
2019-02-13,NA,4.065,52.195,1.3543,31.267
2019-02-14,NA,4.063,52.003,1.3577,31.374
2019-02-15,NA,4.0805,52.263,1.3584,31.296
2019-02-19,NA,4.088,52.344,1.3579,31.224
2019-02-20,NA,4.0695,52.313,1.352,31.09
2019-02-21,NA,4.0695,52.109,1.3511,31.156
2019-02-22,NA,4.0825,52.056,1.3543,31.274
2019-02-25,NA,4.0705,52.056,1.3501,31.301
2019-02-26,NA,4.072,52.149,1.3501,31.293
2019-02-27,NA,4.0655,52.031,1.3481,31.395
2019-02-28,NA,4.0705,52.006,1.3487,31.496
2019-03-01,NA,4.073,51.769,1.3526,31.654
2019-03-04,NA,4.072,51.776,1.3534,31.808
2019-03-05,NA,4.077,51.761,1.3553,31.881
2019-03-06,NA,4.0895,52.037,1.3582,31.83
2019-03-07,NA,4.087,52.281,1.3569,31.892
2019-03-08,NA,4.0925,52.16,1.36,31.812
2019-03-11,NA,4.0875,52.277,1.3595,31.696
2019-03-12,NA,4.0815,52.204,1.3562,31.681
2019-03-13,NA,4.09,52.373,1.3567,31.645
2019-03-14,NA,4.0895,52.716,1.3544,31.664
2019-03-15,NA,4.0905,52.591,1.3551,31.725
2019-03-18,NA,4.0825,52.689,1.3521,31.659
2019-03-19,NA,4.0745,52.683,1.3505,31.66
2019-03-20,NA,4.077,52.787,1.3523,31.722
2019-03-21,NA,4.0605,52.887,1.347,31.661
2019-03-22,NA,4.0605,52.801,1.3491,31.712
2019-03-25,NA,4.072,52.539,1.3515,31.571
2019-03-26,NA,4.0675,52.56,1.3495,31.606
2019-03-27,NA,4.0775,52.428,1.3536,31.742
2019-03-28,NA,4.077,52.581,1.3552,31.873
2019-03-29,NA,4.081,52.782,1.3559,31.805
2019-04-01,NA,4.076,52.629,1.3536,31.707
2019-04-02,NA,4.0835,52.516,1.3555,31.756
2019-04-03,NA,4.0805,52.509,1.354,31.747
2019-04-04,NA,4.0795,52.262,1.3532,31.768
2019-04-05,NA,4.082,52.105,1.3544,31.884
2019-04-08,NA,4.094,52.186,1.3559,NA
2019-04-09,NA,4.097,NA,1.3545,31.868
2019-04-10,NA,4.0975,52.182,1.3536,31.825
2019-04-11,NA,4.1175,52.009,1.3534,31.781
2019-04-12,NA,4.12,51.85,1.3567,31.828
2019-04-15,NA,4.113,51.929,1.3527,NA
2019-04-16,NA,4.1155,51.679,1.3534,NA
2019-04-17,NA,4.1435,51.724,1.3541,31.798
2019-04-18,NA,4.145,NA,1.3537,31.817
2019-04-19,NA,4.1325,NA,NA,31.812
2019-04-22,NA,4.1365,51.802,1.3571,31.886
2019-04-23,NA,4.1265,NA,1.3557,31.926
2019-04-24,NA,4.1325,51.946,1.3596,32.017
2019-04-25,NA,4.1355,52.195,1.3623,32.063
2019-04-26,NA,4.133,52.246,1.362,32.007
2019-04-29,NA,4.1325,52.145,1.3607,31.909
2019-04-30,14215,4.1355,52.106,1.362,31.933
2019-05-02,NA,4.1365,52.098,1.3608,31.982
2019-05-03,NA,4.1415,51.82,1.3627,32.036
2019-05-06,NA,4.1485,51.93,1.3643,NA
2019-05-07,NA,4.1475,52.006,1.3633,31.906
2019-05-08,NA,4.1465,51.896,1.361,31.815
2019-05-09,NA,4.152,52.024,1.363,31.815
2019-05-10,NA,4.1555,52.248,1.3629,31.65
2019-05-13,NA,4.1625,NA,1.366,31.675
2019-05-14,NA,4.1705,52.174,1.3682,31.523
2019-05-15,NA,4.1735,52.388,1.3681,31.543
2019-05-16,NA,4.171,52.354,1.3683,31.569
2019-05-17,NA,4.1735,52.409,1.3744,31.721
2019-05-20,NA,NA,52.537,NA,NA
2019-05-21,NA,4.1845,52.648,1.3756,31.878
2019-05-22,NA,NA,52.551,1.3787,31.975
2019-05-23,NA,4.193,52.479,1.3797,31.975
2019-05-24,NA,4.1925,52.522,1.3799,31.89
2019-05-28,NA,4.1925,52.153,1.3769,31.794
2019-05-29,NA,4.1955,52.268,1.3804,31.833
2019-05-30,NA,4.1965,52.382,1.3793,31.8
2019-05-31,NA,4.197,52.257,1.3789,31.755
2019-06-03,NA,4.1805,52.222,1.3707,NA
2019-06-04,NA,4.177,52.016,1.3682,31.355
2019-06-05,NA,NA,NA,NA,31.403
2019-06-06,NA,NA,51.758,1.3658,31.378
2019-06-07,NA,4.1585,51.772,1.3656,31.353
2019-06-10,NA,4.1635,51.758,1.3657,31.361
2019-06-11,NA,4.1645,52.075,1.3652,31.312
2019-06-12,NA,4.164,NA,1.3644,31.245
2019-06-13,NA,4.1625,51.969,1.3667,31.22
2019-06-14,NA,4.1685,51.923,1.3679,31.199
2019-06-17,NA,4.1755,51.914,1.3706,31.256
2019-06-18,NA,4.1815,52.124,1.3708,31.369
2019-06-19,NA,4.1765,52.116,1.3676,31.245
2019-06-20,NA,4.1565,51.886,1.3593,31.039
2019-06-21,NA,4.15,51.717,1.3559,30.835
