date,idr,myr,php,sgd,thb
2013-04-04,9749,3.073,40.92,1.238,29.38
2013-04-05,9753,3.0645,41.065,1.2402,29.301
2013-04-08,9756,3.0575,41.172,1.2413,NA
2013-04-09,9743,3.0533,NA,1.2406,29.041
2013-04-10,9692,3.0335,41.261,1.2375,28.962
2013-04-11,9688,3.0373,41.105,1.238,29.015
2013-04-12,9710,3.036,40.986,1.2373,29.04
2013-04-15,9710,3.041,41.222,1.2372,29.04
2013-04-16,9723,3.04,41.233,1.2377,29.04
2013-04-17,9710,3.031,41.377,1.2337,28.928
2013-04-18,9723,3.0335,41.272,1.2357,28.787
2013-04-19,9709,3.037,41.286,1.2356,28.699
2013-04-22,9713,3.0405,41.118,1.2377,28.66
2013-04-23,9728,3.0563,41.155,1.2407,28.791
2013-04-24,9727,3.0525,41.3,1.2413,28.86
2013-04-25,9716,3.04,41.307,1.2394,29.004
2013-04-26,9721,3.0365,41.293,1.2373,29.319
2013-04-29,9721,3.0305,41.19,1.2347,29.262
2013-04-30,9722,3.0295,41.161,1.2342,29.335
2013-05-01,9730,NA,NA,NA,NA
2013-05-02,9728,3.052,41.131,1.2338,29.413
2013-05-03,9740,3.0445,41.174,1.2346,29.59
2013-05-06,9732,2.9675,40.943,1.2304,NA
2013-05-07,9741,2.9715,40.865,1.2306,29.65
2013-05-08,9734,2.9785,40.901,1.2315,29.55
2013-05-09,NA,2.9645,40.832,1.2282,29.429
2013-05-10,9738,2.988,40.774,1.2356,29.67
2013-05-13,9740,3.004,NA,1.2412,29.775
2013-05-14,9735,2.9895,41.099,1.2391,29.616
2013-05-15,9748,2.9995,41.163,1.2423,29.733
2013-05-16,9750,3.009,41.17,1.2465,29.685
2013-05-17,9763,3.0205,41.192,1.2545,29.803
2013-05-20,9760,3.0185,41.186,1.2544,29.868
2013-05-21,9765,3.0115,41.23,1.2545,29.75
2013-05-22,9765,3.0175,41.152,1.2592,29.786
2013-05-23,9774,3.036,41.188,1.2676,30.002
2013-05-24,9772,3.036,41.508,NA,NA
2013-05-28,9810,3.038,41.633,1.2637,29.94
2013-05-29,9810,3.0575,41.851,1.2694,30.151
2013-05-30,9811,3.0675,42.279,1.2659,30.185
2013-05-31,9802,3.085,42.376,1.2613,30.182
2013-06-03,9811,3.0885,42.274,1.2603,30.441
2013-06-04,9805,3.0945,42.159,1.2519,30.429
2013-06-05,9807,3.0855,41.978,1.249,30.524
2013-06-06,NA,3.089,41.906,1.2504,30.583
2013-06-07,9790,3.0855,42.143,1.2416,30.645
2013-06-10,9806,3.12,42.13,1.2543,30.717
2013-06-11,9821,3.1475,42.56,1.2598,30.891
2013-06-12,9856,3.1465,NA,1.2561,31.059
2013-06-13,9887,3.1485,43.174,1.2578,30.993
2013-06-14,9886,3.1235,43.207,1.2517,30.564
2013-06-17,9881,3.1335,42.845,1.2546,30.651
2013-06-18,9918,3.154,42.888,1.2608,30.755
2013-06-19,9910,3.1625,43.103,1.2598,30.894
2013-06-20,9927,3.201,43.21,1.2708,31.032
2013-06-21,9960,3.2095,43.654,1.2755,31.18
2013-06-24,9931,3.2165,NA,1.2765,31.116
2013-06-25,9948,3.212,43.81,1.2758,30.995
2013-06-26,9939,3.1925,43.6,1.2716,31.067
2013-06-27,9937,3.1885,43.39,1.2684,31.107
2013-06-28,9929,3.1785,43.307,1.2652,31.137
2013-07-01,9934,3.1645,43.257,1.2669,NA
2013-07-02,9940,3.169,43.1,1.2664,30.935
2013-07-03,9941,3.182,43.299,1.2727,31.063
2013-07-08,9960,3.2115,43.409,1.2846,31.423
2013-07-09,9960,3.1905,43.661,1.277,31.355
2013-07-10,9970,3.1865,43.584,1.2779,31.257
2013-07-11,9979,3.156,43.408,1.2619,31.068
2013-07-12,9980,3.165,43.282,1.2606,31.109
2013-07-15,10024,3.185,43.367,1.2642,31.156
2013-07-16,10036,3.182,43.444,1.2618,31.076
2013-07-17,10040,3.1905,43.32,1.2612,31.064
2013-07-18,10059,3.1975,43.32,1.2658,31.075
2013-07-19,10070,3.2,43.426,1.2677,31.122
2013-07-22,10068,3.18,43.427,1.2627,NA
2013-07-23,10222,3.17,43.244,1.2618,30.914
2013-07-24,10262,3.1795,43.171,1.2646,30.924
2013-07-25,10263,3.1985,43.25,1.2676,31.076
2013-07-26,10265,3.206,43.366,1.2624,31.108
2013-07-29,10270,3.2199,43.28,1.2663,31.182
2013-07-30,10277,3.2285,43.333,1.269,31.252
2013-07-31,10278,3.249,43.402,1.2738,31.357
2013-08-01,10288,3.2375,43.517,1.2714,31.296
2013-08-02,10288,3.252,43.485,1.2756,31.393
2013-08-05,NA,3.2465,43.648,1.2706,31.323
2013-08-06,NA,3.2315,43.51,1.2668,31.398
2013-08-07,NA,3.2545,43.506,NA,31.451
2013-08-08,NA,NA,43.624,NA,31.328
2013-08-09,NA,NA,NA,NA,31.221
2013-08-12,10287,3.2415,43.621,1.2615,NA
2013-08-13,10292,3.2565,43.621,1.2624,31.245
2013-08-14,10297,3.27,43.736,1.2676,31.311
2013-08-15,10318,3.2775,43.802,1.2685,31.257
2013-08-16,10392,3.278,43.756,1.2706,31.286
2013-08-19,10451,3.2845,NA,1.2745,31.343
2013-08-20,10504,3.299,NA,1.278,31.616
2013-08-21,10723,3.294,NA,1.2773,31.756
2013-08-22,10795,3.318,43.765,1.2841,32.091
2013-08-23,10848,3.306,44.117,1.28,31.968
2013-08-26,10841,3.3035,NA,1.2793,31.944
2013-08-27,10883,3.3305,44.26,1.2822,32.138
2013-08-28,10950,3.335,44.424,1.2824,32.243
2013-08-29,10936,3.3175,44.66,1.2769,32.182
2013-08-30,10924,3.2995,44.635,1.2757,32.089
2013-09-03,10983,3.2615,44.562,1.2727,32.026
2013-09-04,11093,3.3025,44.334,1.2782,32.206
2013-09-05,11125,3.28,44.542,1.2756,32.208
2013-09-06,11200,3.3215,44.403,1.2797,32.404
2013-09-09,11188,3.3155,44.514,1.2747,32.299
2013-09-10,11180,3.272,44.325,1.2688,32.107
2013-09-11,11438,3.281,43.927,1.2702,32.131
2013-09-12,11494,3.2655,43.793,1.2668,31.722
2013-09-13,11395,3.2905,43.764,1.2694,31.842
2013-09-16,11423,NA,43.907,1.2621,31.676
2013-09-17,11451,3.26,43.667,1.2639,31.815
2013-09-18,11492,3.236,43.74,1.2604,31.695
2013-09-19,11278,3.1625,43.549,1.2446,31.031
2013-09-20,11352,3.1595,43.085,1.246,31.009
2013-09-23,11435,3.1725,43.07,1.2492,31.121
2013-09-24,11535,3.206,43.18,1.2531,31.293
2013-09-25,11569,3.237,43.357,1.2569,31.402
2013-09-26,11573,3.2175,43.483,1.2549,31.268
2013-09-27,11532,3.2235,43.357,1.2556,31.241
2013-09-30,11613,3.2575,43.309,1.2572,31.385
2013-10-01,11593,3.2415,43.542,1.2536,31.191
2013-10-02,11568,3.2325,43.391,1.2528,31.303
2013-10-03,11535,3.1965,43.405,1.2482,31.197
2013-10-04,11556,3.2015,43.194,1.2477,31.309
2013-10-07,11532,3.19,43.138,1.2482,31.35
2013-10-08,11538,3.1985,43.118,1.2498,31.376
2013-10-09,11540,3.211,43.127,1.2513,31.42
2013-10-10,11542,3.204,43.15,1.2532,31.476
2013-10-11,11475,3.1805,43.239,1.2485,31.317
2013-10-15,NA,NA,NA,NA,31.27
2013-10-16,11316,3.17,43.152,1.2424,31.268
2013-10-17,11351,3.165,43.192,1.2443,31.131
2013-10-18,11308,3.1525,43.098,1.2395,31.031
2013-10-21,11353,3.1695,43.069,1.2416,31.094
2013-10-22,11341,3.1835,43.142,1.2424,31.146
2013-10-23,11258,3.1545,43.208,1.2363,NA
2013-10-24,11268,3.156,43.077,1.2375,31.158
2013-10-25,11142,3.1495,43.11,1.2375,31.124
2013-10-28,11018,3.1385,NA,1.2364,31.074
2013-10-29,11076,3.1435,43.065,1.2386,31.071
2013-10-30,11161,3.1565,43.123,1.2398,31.072
2013-10-31,11234,3.1581,43.179,1.2394,31.094
2013-11-01,11354,3.1675,NA,1.2417,31.19
2013-11-04,11389,3.1785,43.245,1.2432,31.283
2013-11-05,NA,NA,NA,1.2423,31.301
2013-11-06,11414,3.181,43.281,1.2433,31.3
2013-11-07,11389,3.1795,43.276,1.2422,31.287
2013-11-08,11404,3.1885,43.23,1.2439,31.373
2013-11-11,11486,3.196,43.235,1.2468,31.652
2013-11-12,11578,3.2038,43.448,1.248,31.594
2013-11-13,11644,3.2085,43.677,1.2489,31.592
2013-11-14,11546,3.1955,43.736,1.2464,31.493
2013-11-15,11561,3.199,43.544,1.2477,31.591
2013-11-18,11627,3.196,43.577,1.2462,31.583
2013-11-19,11609,3.1875,43.613,1.2462,31.594
2013-11-20,11631,3.1795,43.57,1.2435,31.674
2013-11-21,11717,3.204,43.576,1.2484,31.788
2013-11-22,11706,3.2155,43.791,1.251,31.819
2013-11-25,11722,3.2255,43.855,1.2522,31.937
2013-11-26,11765,3.2205,43.884,1.2513,32.033
2013-11-27,11813,3.224,43.783,1.2524,32.08
2013-12-02,11946,3.223,43.757,1.2543,32.199
2013-12-03,11830,3.217,43.688,1.2562,32.202
2013-12-04,11960,3.218,43.764,1.254,32.189
2013-12-05,12018,3.2265,43.78,1.2552,NA
2013-12-06,11960,3.2215,43.848,1.2537,32.324
2013-12-09,11956,3.2185,43.91,1.251,32.144
2013-12-11,12005,3.2085,44.262,1.2495,32.01
2013-12-12,12025,3.228,44.135,1.2534,32.122
2013-12-13,12081,3.2335,44.19,1.2555,32.089
2013-12-16,12105,3.2345,44.18,1.2547,32.024
2013-12-17,12104,3.2405,44.158,1.2552,32.05
2013-12-18,12151,3.257,44.154,1.258,32.228
2013-12-19,12191,3.278,44.276,1.2633,32.384
2013-12-20,12245,3.2825,44.414,1.2667,32.537
2013-12-23,12246,3.2948,44.493,1.2663,32.721
2013-12-24,12215,3.29,NA,1.2677,32.767
2013-12-26,NA,3.296,44.414,1.2689,32.819
2013-12-27,12260,3.2935,44.414,1.2677,32.823
2013-12-30,12270,3.294,NA,1.2693,NA
2014-01-02,12242,3.278,44.398,1.2639,32.914
2014-01-03,12226,3.2933,44.343,1.2673,33.011
2014-01-06,12230,3.288,44.628,1.2689,33.105
2014-01-07,12262,3.2865,44.721,1.2695,33.105
2014-01-08,12229,3.2835,44.779,1.2711,33.056
2014-01-09,12263,3.2785,44.756,1.2722,33.009
2014-01-10,12197,3.268,44.713,1.2706,33.016
2014-01-13,12047,3.2585,44.656,1.2639,33.02
2014-01-14,NA,NA,44.569,1.2672,32.88
2014-01-15,12077,3.283,44.735,1.2708,32.829
2014-01-16,12117,3.2945,44.98,1.2738,32.905
2014-01-17,12127,NA,45.106,1.2728,32.769
2014-01-22,12149,3.3265,45.198,1.278,32.88
2014-01-23,12173,3.332,45.257,1.2815,32.969
2014-01-24,12177,3.3325,45.271,1.278,32.866
2014-01-27,12198,3.3445,45.301,1.2775,32.914
2014-01-28,12267,3.34,45.404,1.2743,32.896
2014-01-29,12154,3.321,45.299,1.2729,32.892
2014-01-30,12226,3.346,45.155,1.2759,32.988
2014-01-31,NA,NA,NA,NA,33.016
2014-02-03,12251,NA,45.342,1.2779,32.909
2014-02-04,12248,3.3375,45.389,1.2711,32.862
2014-02-05,12172,3.3255,45.406,1.2699,32.779
2014-02-06,12159,3.3215,45.32,1.2689,32.808
2014-02-07,12176,3.3225,45.238,1.2684,32.818
2014-02-10,12166,3.33,45.044,1.2682,32.792
2014-02-11,12174,3.3413,44.922,1.2691,32.8
2014-02-12,12115,3.324,45.012,1.265,32.659
2014-02-13,12073,3.3245,44.964,1.2673,32.577
2014-02-14,11886,3.3185,44.892,1.2653,NA
2014-02-18,11826,3.298,44.523,1.2617,32.413
2014-02-19,11850,3.3023,44.551,1.2627,32.584
2014-02-20,11772,3.3035,44.63,1.2648,32.609
2014-02-21,11792,3.3015,44.743,1.2656,32.546
2014-02-24,11728,3.299,44.652,1.2673,32.6
2014-02-25,11620,3.276,44.637,1.2623,32.517
2014-02-26,11669,3.2785,44.574,1.2645,32.562
2014-02-27,11675,3.278,44.635,1.2665,32.588
2014-02-28,11634,3.2785,44.656,1.2672,32.633
2014-03-04,11647,3.284,44.729,1.2703,32.531
2014-03-05,11580,3.274,44.815,1.2706,32.385
2014-03-06,11554,3.265,44.759,1.2677,32.301
2014-03-07,11395,3.257,44.639,1.2635,32.273
2014-03-10,11449,3.2835,44.436,1.2685,32.405
2014-03-11,11384,3.278,44.512,1.2661,32.328
2014-03-12,11432,3.2855,44.484,1.2688,32.402
2014-03-13,11387,3.2795,44.631,1.2666,32.363
2014-03-14,11421,3.2825,44.566,1.2665,32.33
2014-03-18,11282,3.2666,44.688,1.2644,32.16
2014-03-19,11313,3.279,44.648,1.2651,32.125
2014-03-20,11407,3.294,44.829,1.273,32.353
2014-03-21,11431,3.31,45.07,1.277,32.407
2014-03-24,11384,3.3036,45.236,1.2716,32.451
2014-03-25,11357,3.2995,45.212,1.2677,32.511
2014-03-26,11408,3.303,45.052,1.2686,32.597
2014-03-27,11438,3.294,45.018,1.2649,32.565
2014-03-28,11404,3.2765,44.965,1.2614,32.517
2014-03-31,NA,3.2685,44.996,1.2605,32.435
2014-04-01,11271,3.2605,44.809,1.2588,32.387
2014-04-02,11303,3.2675,44.751,1.26,32.39
2014-04-03,11310,3.28,44.786,1.2624,32.485
2014-04-04,11310,3.285,44.98,1.2639,32.538
2014-04-07,11282,3.27,45.003,1.2607,NA
2014-04-08,11309,3.2645,44.86,1.2595,32.408
2014-04-09,NA,3.2305,NA,1.2503,32.223
2014-04-10,11342,3.2325,44.829,1.2485,32.208
2014-04-11,11450,3.2395,44.426,1.2492,32.314
2014-04-14,11444,3.2485,44.371,1.2512,NA
2014-04-15,11434,3.2545,44.42,1.2539,NA
2014-04-16,11438,3.244,44.526,1.2527,32.286
2014-04-17,11418,3.24,NA,1.2507,32.212
2014-04-18,NA,3.24,NA,NA,32.185
2014-04-21,11430,3.248,44.487,NA,32.218
2014-04-22,11486,3.2635,44.405,1.2547,NA
2014-04-23,11590,3.269,44.517,1.2576,32.383
2014-04-24,11608,3.2635,44.619,1.2563,32.337
2014-04-25,11601,3.2705,44.689,1.2571,32.36
2014-04-28,11568,3.2715,44.709,1.2567,32.241
2014-04-29,11589,3.263,44.54,1.2565,32.283
2014-04-30,11532,3.2671,44.463,1.2565,32.317
2014-05-02,11537,3.269,44.541,NA,32.398
2014-05-05,11511,3.258,44.531,1.2509,NA
2014-05-06,11511,3.2587,44.414,1.2506,32.375
2014-05-07,11527,3.249,44.356,1.2479,32.382
2014-05-08,11624,3.2495,44.273,1.2496,32.451
2014-05-09,11563,3.2265,44.232,1.2476,32.565
2014-05-12,11536,3.2335,43.775,1.2496,32.631
2014-05-13,11525,NA,43.721,NA,NA
2014-05-14,11487,3.2235,43.781,1.2507,32.5
2014-05-15,NA,3.226,43.627,1.2507,32.418
2014-05-16,11415,3.2315,43.646,1.252,32.489
2014-05-19,11351,3.217,43.77,1.2508,32.497
2014-05-20,11441,3.2128,43.632,1.2508,32.552
2014-05-21,11507,3.221,43.728,1.253,32.509
2014-05-22,11515,3.2065,43.792,1.2506,32.408
2014-05-23,11560,3.209,43.713,1.2522,32.533
2014-05-27,NA,3.2125,43.7,1.2545,32.591
2014-05-28,11613,3.2218,43.712,1.2552,32.657
2014-05-29,NA,3.2215,43.905,1.2553,32.734
2014-05-30,11611,3.215,43.927,1.2548,32.8
2014-06-02,11740,3.2235,43.832,1.2559,32.876
2014-06-03,11806,3.228,43.849,1.256,32.75
2014-06-04,11810,3.2335,43.84,1.2581,32.668
2014-06-05,11874,3.233,43.898,1.2576,32.684
2014-06-06,11823,3.222,43.814,1.2529,32.583
2014-06-09,11790,3.1975,43.668,1.2509,32.45
2014-06-10,11806,3.202,43.558,1.2507,32.476
2014-06-11,11803,3.2035,43.659,1.2504,32.482
2014-06-12,11813,3.214,NA,1.2499,32.473
2014-06-13,11781,3.21,43.757,1.2479,32.407
2014-06-16,11814,3.223,43.788,1.2506,32.372
2014-06-17,11863,3.229,43.879,1.2525,32.432
2014-06-18,11978,3.2345,43.951,1.2541,32.499
2014-06-19,11916,3.2203,44.017,1.2484,32.418
2014-06-20,11967,3.219,43.872,1.2493,32.467
2014-06-23,11971,3.2155,43.786,1.2485,32.445
2014-06-24,12000,3.214,NA,1.2491,32.453
2014-06-25,12027,3.2285,43.858,1.251,32.475
2014-06-26,12091,3.2175,43.919,1.2486,32.466
2014-06-27,12103,3.208,43.835,1.2486,32.478
2014-06-30,11969,3.2105,43.78,1.249,32.448
2014-07-01,11798,3.208,43.647,1.2463,NA
2014-07-02,11854,3.206,43.595,1.2464,32.388
2014-07-03,11963,3.2065,43.613,1.2484,32.396
2014-07-07,11787,3.1878,43.541,1.2463,32.397
2014-07-08,11695,3.1785,43.478,1.246,32.399
2014-07-09,NA,NA,43.445,1.2429,32.319
2014-07-10,11549,3.172,43.342,1.2413,32.165
2014-07-11,11627,3.1865,43.28,1.2424,NA
2014-07-14,11627,3.177,43.503,1.2414,32.139
2014-07-15,11709,NA,43.521,1.2425,32.17
2014-07-16,11805,3.1945,NA,1.2438,32.156
2014-07-17,11668,3.183,43.595,1.2418,32.15
2014-07-18,11706,3.1875,43.554,1.2417,32.197
2014-07-21,11577,3.1735,43.595,1.2408,32.038
2014-07-22,11531,3.1763,43.449,1.2406,31.858
2014-07-23,11498,3.171,43.359,1.2389,31.774
2014-07-24,11531,3.1705,43.288,1.2377,31.828
2014-07-25,11591,3.18,43.297,1.2412,31.867
2014-07-28,NA,NA,43.334,NA,31.81
2014-07-29,NA,NA,NA,1.242,31.816
2014-07-30,NA,3.178,43.304,1.2419,31.864
2014-07-31,NA,3.189,43.421,1.2458,32.003
2014-08-01,NA,3.2058,43.465,1.2484,32.223
2014-08-04,11747,3.201,43.727,1.2462,32.147
2014-08-05,11733,3.1908,43.703,1.2455,32.118
2014-08-06,11756,3.197,43.569,1.248,32.187
2014-08-07,11766,3.2055,43.722,1.2494,32.252
2014-08-08,11822,3.217,43.946,1.2542,32.247
2014-08-11,11728,3.1975,44.175,1.2495,NA
2014-08-12,11677,3.1955,43.926,1.2504,NA
2014-08-13,11683,3.1905,43.877,1.2501,31.991
2014-08-14,11667,3.1795,43.944,1.248,31.883
2014-08-15,11693,3.173,43.755,1.2454,31.889
2014-08-18,11681,3.149,43.671,1.2449,31.821
2014-08-19,11682,3.1528,43.687,1.2439,31.846
2014-08-20,11707,3.1685,43.687,1.2485,31.909
2014-08-21,11717,3.1725,NA,1.2517,32.057
2014-08-22,11654,3.1635,43.783,1.2488,31.901
2014-08-25,11714,3.168,NA,1.2511,32.013
2014-08-26,11715,3.1625,43.809,1.2503,31.931
2014-08-27,11708,3.1525,43.795,1.2484,31.911
2014-08-28,11682,3.148,43.69,1.2465,31.891
2014-08-29,11717,3.157,43.648,1.2492,31.952
2014-09-02,11734,3.169,43.556,1.2521,32.046
2014-09-03,11781,3.1865,43.577,1.2548,32.103
2014-09-04,11760,3.175,43.653,1.2508,32.019
2014-09-05,11770,3.186,43.566,1.2556,32.102
2014-09-08,11722,3.172,43.674,1.2538,32
2014-09-09,11754,3.191,43.562,1.2615,32.112
2014-09-10,11782,3.1985,43.712,1.2639,32.151
2014-09-11,11831,3.1975,43.878,1.2632,32.152
2014-09-12,11831,3.1995,43.898,1.2648,32.216
2014-09-15,11875,3.2145,43.967,1.2656,32.275
2014-09-16,11903,NA,44.096,1.2624,32.266
2014-09-17,11908,3.219,44.236,1.2617,32.224
2014-09-18,12030,3.2415,44.157,1.269,32.308
2014-09-19,11985,3.2385,NA,1.2683,32.249
2014-09-22,11972,3.227,44.511,1.2651,32.189
2014-09-23,11987,3.2503,44.455,1.2677,32.246
2014-09-24,11976,3.2445,44.553,1.2672,32.237
2014-09-25,11947,3.2465,44.5,1.2678,32.259
2014-09-26,12007,3.2613,44.596,1.2702,32.308
2014-09-29,12120,3.2735,44.805,1.2742,32.356
2014-09-30,12212,3.2715,44.966,1.2728,32.368
2014-10-01,12188,3.282,44.882,1.2764,32.454
2014-10-02,12136,3.2545,44.966,1.2703,32.391
2014-10-03,12144,3.2465,44.757,1.2727,32.469
2014-10-06,12212,NA,NA,NA,32.642
2014-10-07,12190,3.2635,44.773,1.2775,32.582
2014-10-08,12241,3.279,44.698,1.2797,32.64
2014-10-09,12190,3.2375,44.767,1.2698,32.456
2014-10-10,12207,3.254,44.624,1.2706,32.43
2014-10-14,12195,3.253,44.788,1.2707,32.435
2014-10-15,12229,3.274,44.759,1.2764,32.53
2014-10-16,12207,3.276,44.869,1.2719,32.443
2014-10-17,12222,3.287,44.818,1.2743,32.43
2014-10-20,12041,3.273,44.927,1.2732,32.335
2014-10-21,11993,3.2601,44.83,1.2688,32.252
2014-10-22,12026,NA,44.775,NA,32.314
2014-10-23,12034,3.2755,44.779,1.272,NA
2014-10-24,12065,3.2805,44.822,1.2762,32.414
2014-10-27,12042,3.271,44.815,1.2744,32.421
2014-10-28,12158,3.278,44.762,1.2742,32.44
2014-10-29,12163,3.268,44.781,1.2727,32.484
2014-10-30,12165,3.29,44.738,1.2787,32.563
2014-10-31,12082,3.2835,44.876,1.2779,32.519
2014-11-03,12105,3.312,44.881,1.2877,32.613
2014-11-04,12130,3.325,44.96,1.2892,32.675
2014-11-05,12092,3.334,44.957,1.2888,32.721
2014-11-06,12179,3.344,44.893,1.2954,32.799
2014-11-07,12149,3.3465,45.038,1.296,32.898
2014-11-10,12138,3.3265,45.069,1.2886,32.758
2014-11-11,12163,3.3425,44.879,1.2906,32.85
2014-11-12,12205,3.3405,44.912,1.2928,32.851
2014-11-13,12191,3.3365,44.913,1.2923,32.815
2014-11-14,12206,3.3435,44.873,1.2939,32.849
2014-11-17,12193,3.345,44.93,1.2957,32.789
2014-11-18,12146,3.351,44.887,1.2976,32.787
2014-11-19,12124,3.358,44.939,1.3003,32.822
2014-11-20,12161,3.3655,45.054,1.3028,32.854
2014-11-21,12161,3.3565,45.119,1.2977,32.779
2014-11-24,12122,3.344,44.996,1.2997,32.794
2014-11-25,12166,3.3475,44.936,1.3025,32.82
2014-11-26,12160,3.3475,44.96,1.3003,32.783
2014-12-01,12264,3.437,44.905,1.3089,32.919
2014-12-02,12276,3.423,44.915,1.3056,32.811
2014-12-03,12295,3.442,44.762,1.3114,32.904
2014-12-04,12318,3.4475,44.741,1.3142,32.897
2014-12-05,12296,3.4645,44.648,1.3137,NA
2014-12-08,12352,3.504,NA,1.3224,33.082
2014-12-09,12347,3.494,44.51,1.3206,32.973
2014-12-10,12336,3.4825,44.582,1.3152,NA
2014-12-11,12336,3.4875,44.576,1.3099,32.836
2014-12-12,12432,3.495,44.577,1.3131,32.797
2014-12-15,12599,3.4965,44.56,1.3128,32.815
2014-12-16,12900,3.491,44.632,1.3104,32.981
2014-12-17,12720,3.4865,44.802,1.3043,32.996
2014-12-18,12565,3.4775,44.711,1.3126,32.931
2014-12-19,12500,3.477,44.749,1.3139,32.835
2014-12-22,12435,3.487,44.753,1.3166,32.855
2014-12-23,12456,3.497,44.652,1.3211,32.914
2014-12-24,12467,3.497,NA,1.324,32.906
2014-12-29,12434,3.497,44.617,1.3226,32.936
2014-12-30,12436,3.5015,NA,1.3253,32.964
2014-12-31,12440,3.495,NA,1.3213,NA
2015-01-05,12589,3.5398,44.74,1.3352,33.019
2015-01-06,12658,3.555,44.971,1.3347,32.942
2015-01-07,12732,3.572,44.98,1.3353,32.896
2015-01-08,12731,3.568,45.032,1.3375,32.896
2015-01-09,12640,3.555,45.064,1.3366,32.87
2015-01-12,12568,3.5505,44.946,1.3318,32.853
2015-01-13,12608,3.5755,44.864,1.3337,32.855
2015-01-14,12580,3.594,44.832,1.336,32.796
2015-01-15,12617,3.5715,NA,1.334,32.75
2015-01-16,12593,3.57,NA,1.3246,32.668
2015-01-20,12659,3.5985,44.681,1.3379,32.71
2015-01-21,12557,3.6225,44.679,1.3365,32.673
2015-01-22,12451,3.6115,44.496,1.3346,32.595
2015-01-23,12444,3.595,44.361,1.3374,32.593
2015-01-26,12517,3.607,44.158,1.3452,32.571
2015-01-27,12493,3.61,44.082,1.3439,32.573
2015-01-28,12498,3.624,44.117,1.3518,32.607
2015-01-29,12515,3.634,44.14,1.3533,32.624
2015-01-30,12625,3.6235,44.132,1.3512,32.719
2015-02-02,12700,NA,44.084,1.3545,32.607
2015-02-03,12643,NA,44.191,1.3527,32.539
2015-02-04,12609,3.558,44.094,1.345,32.593
2015-02-05,12653,3.573,44.053,1.3476,32.604
2015-02-06,12613,3.5525,44.129,1.3449,32.561
2015-02-09,12679,3.56,44.163,1.3528,32.618
2015-02-10,12644,3.5815,44.315,1.3528,32.6
2015-02-11,12700,3.597,44.354,1.3564,32.638
2015-02-12,12794,3.6215,44.353,1.3617,32.691
2015-02-13,12769,3.5815,44.396,1.3561,32.606
2015-02-18,12804,3.594,44.279,1.3573,32.571
2015-02-19,NA,NA,44.279,NA,32.554
2015-02-20,12849,NA,44.236,NA,32.563
2015-02-23,12813,3.641,44.206,1.3603,32.569
2015-02-24,12866,3.627,44.256,1.3601,32.575
2015-02-25,12887,3.6245,44.314,1.357,32.556
2015-02-26,12862,3.598,44.168,1.353,32.438
2015-02-27,12863,3.6113,44.087,1.3568,32.373
2015-03-02,12993,3.627,44.082,1.3641,32.355
2015-03-03,12962,3.6275,44.129,1.3646,32.354
2015-03-04,12963,3.6285,44.089,1.3626,NA
2015-03-05,13022,3.6565,44.084,1.3685,NA
2015-03-06,12983,3.6475,44.159,1.3695,32.416
2015-03-09,13047,3.688,44.118,1.3813,32.565
2015-03-10,13059,3.6965,44.25,1.3856,32.642
2015-03-11,13164,3.714,44.263,1.3874,32.744
2015-03-12,13176,3.696,44.342,1.3875,32.855
2015-03-13,13191,3.6965,44.271,1.3839,32.821
2015-03-16,13237,3.7075,44.271,1.3925,32.9
2015-03-17,13209,3.6995,44.402,1.3892,32.915
2015-03-18,13164,3.7,44.461,1.3887,32.906
2015-03-19,13008,3.68,44.691,1.3809,32.733
2015-03-20,13075,3.7225,44.661,1.3861,32.711
2015-03-23,13076,3.6883,44.831,1.3777,32.563
2015-03-24,12972,3.6745,44.821,1.3697,32.551
2015-03-25,12932,3.6575,44.69,1.3661,32.545
2015-03-26,13003,3.679,44.772,1.3706,32.585
2015-03-27,13064,3.6675,44.827,1.3694,32.592
2015-03-30,13086,3.7085,44.796,NA,32.604
2015-03-31,13084,3.7165,44.796,1.3765,32.548
2015-04-01,13043,3.6855,44.725,1.3673,32.517
2015-04-02,13000,3.6835,NA,1.3628,32.45
2015-04-03,NA,3.6635,NA,NA,32.48
2015-04-06,NA,3.6225,44.623,1.3518,NA
2015-04-07,12982,3.635,44.399,1.3565,32.51
2015-04-08,13002,3.644,44.484,1.3588,32.546
2015-04-09,12973,3.6295,NA,1.3561,32.549
2015-04-10,12910,3.6445,44.559,1.3586,32.551
2015-04-13,12945,3.6975,44.515,1.3686,NA
2015-04-14,12979,3.704,44.633,1.3638,NA
2015-04-15,12976,3.7225,44.634,1.3635,NA
2015-04-16,12838,3.6575,44.555,1.3545,32.42
2015-04-17,12863,3.637,44.412,1.3491,32.392
2015-04-20,12875,3.6235,44.337,1.345,32.371
2015-04-21,12942,3.6435,44.23,1.3507,32.423
2015-04-22,12952,3.619,44.29,1.3503,32.37
2015-04-23,12939,3.6205,44.213,1.3464,32.414
2015-04-24,12941,3.5995,44.268,1.3405,32.48
2015-04-27,12922,3.5645,44.224,1.3325,32.621
2015-04-28,12978,3.5575,44.248,1.3293,32.637
2015-04-29,12964,3.559,44.259,1.3204,32.69
2015-04-30,12937,3.5705,44.3,1.323,32.872
2015-05-04,13021,NA,44.518,1.332,NA
2015-05-05,12993,3.606,44.653,1.336,NA
