date,datetime,shock_1y,shock_5y,isMain,isBroad,isdRRR,isdRevrepo,isdLDR,isdMLF,isMPR,isFX,isTMLF
5/12/15,5/11/15 18:18,-0.1,-0.035,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
6/25/15,6/25/15 12:00,-0.08,-0.06,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6/28/15,6/28/15 15:44,-0.0467,-0.01,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
6/30/15,6/30/15 12:00,-0.0833,-0.0483,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
8/8/15,8/7/15 18:19,0.01,0.005,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
8/11/15,8/11/15 12:00,0.075,0.085,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
8/26/15,8/25/15 18:15,-0.15,-0.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
8/27/15,8/27/15 12:00,-0.03,-0.005,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10/24/15,10/23/15 19:17,-0.09,-0.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10/27/15,10/27/15 12:00,-0.04,-0.06,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11/7/15,11/6/15 19:15,0.06,0.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
12/12/15,12/11/15 20:05,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1/7/16,1/7/16 12:00,-0.015,-0.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1/11/16,1/11/16 12:00,0.04,0.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2/6/16,2/6/16 14:10,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3/1/16,2/29/16 18:00,-0.01,-0.005,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3/3/16,3/3/16 12:00,0.005,0.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5/7/16,5/6/16 19:57,-0.025,-0.075,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
8/6/16,8/5/16 19:09,-0.01,-0.005,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
